,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,new_addition,labels,github_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_monthly_downloads,go_id,maven_id,github_release_downloads,maven_url,maven_latest_release_published_at,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,pypi_id,conda_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_dependent_project_count,maven_dependent_project_count
10,True,dot,DOT - Polkadot,https://github.com/paritytech,"Platform that allows diverse blockchains to transfer messages, including value, in a trust-free fashion; sharing their..",smart-contract-platform,36,True,7908.0,349.0,7378.0,913728.0,1654.0,738.0,325.0,5013.0,675.0,1769.0,923.0,400.0,2016-02-01 10:05:33.000,2022-01-08 13:28:09.000,2022-01-07 19:25:53.000,2021-12-10 18:19:21.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,True,trx,TRX - TRON,https://github.com/tronprotocol,"TRON is a blockchain-based, open-source protocol for the global digital entertainment industry. TRON supports various..",smart-contract-platform,36,True,27816.0,285.0,4260.0,123850.0,2366.0,594.0,320.0,4799.0,128.0,1502.0,1864.0,595.0,2017-12-26 10:20:38.000,2022-01-07 10:33:19.000,2022-01-06 09:13:53.000,2021-12-17 15:45:06.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"Distributed, open, and extensible naming system based on the ethereum blockchain. enss job is to map human-readable..",metaverse,36,True,5414.0,351.0,1863.0,670182.0,997.0,191.0,146.0,2131.0,363.0,887.0,38412.0,259.0,2016-05-29 11:31:55.000,2022-01-08 01:35:01.000,2022-01-07 21:51:40.000,2021-12-21 02:12:59.739,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple is the catchall name for the cryptocurrency platform, the transactional protocol for which is actually xrp, in..",cryptocurrency,35,True,19193.0,178.0,5458.0,172938.0,1952.0,867.0,382.0,5137.0,410.0,1258.0,1843.0,292.0,2011-11-07 04:40:15.000,2022-01-08 14:36:14.000,2022-01-07 18:50:26.000,2021-12-24 01:41:00.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,Pancakeswap is an automated market maker (amm) that allows two tokens to be exchanged on the binance smart chain. it..,amm,35,True,6263.0,448.0,3474.0,90336.0,7054.0,238.0,146.0,3851.0,263.0,500.0,5784.0,270.0,2020-09-14 05:26:25.000,2022-01-08 22:00:29.000,2022-01-07 08:46:30.000,2021-11-18 21:23:37.736,2.0,True,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,True,flow,FLOW - Flow,https://github.com/onflow,"Blockchain networkthat aims to befast, secure, and developer friendly. the idea for a new blockchain targetinggames..",metaverse,35,True,35795.0,2958.0,2498.0,108122.0,743.0,463.0,1139.0,5060.0,529.0,1049.0,3444.0,435.0,2020-04-15 21:09:27.000,2022-01-08 14:06:31.000,2022-01-08 01:53:13.000,2021-12-22 16:00:02.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,True,algo,ALGO - Algorand,https://github.com/algorand,Powered by consensus.,cryptocurrency,35,True,10148.0,524.0,2148.0,115238.0,947.0,358.0,255.0,4351.0,646.0,1605.0,1172.0,459.0,2018-08-13 11:50:28.000,2022-01-08 02:29:44.000,2022-01-07 16:39:54.000,2022-01-05 15:30:34.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,True,near,NEAR - Near,https://github.com/nearprotocol,"Sharded, developer-friendly, proof-of-stake public blockchain, built by a world-class team that has built some of the..",smart-contract-platform,35,True,12029.0,1199.0,1608.0,95126.0,621.0,148.0,138.0,6408.0,890.0,2526.0,1833.0,315.0,2018-10-02 22:30:39.000,2022-01-08 16:11:01.000,2022-01-08 16:11:01.000,2021-12-16 18:48:15.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,bnb,BNB - Binance Coin,https://github.com/binance-chain,"Trading platform exclusively for cryptocurrencies. the name binance is a combination of binary and finance. thus, the..",exchange-tokens,34,True,17495.0,164.0,9225.0,9566.0,4491.0,1185.0,243.0,1982.0,476.0,1065.0,601.0,1070.0,2017-10-16 04:17:35.000,2022-01-07 22:37:09.000,2022-01-07 00:47:37.000,2022-01-05 04:00:47.000,1.0,True,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,srm,SRM - Serum,https://github.com/project-serum,No description.,exchange-tokens,34,True,2475.0,185.0,3788.0,393806.0,1913.0,188.0,249.0,1368.0,779.0,478.0,5532.0,275.0,2020-08-05 09:14:17.000,2022-01-08 22:08:02.000,2022-01-08 21:29:00.000,2022-01-06 23:10:15.000,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"Framework for building decentralized oracle networks (dons) that bring real-world data onto blockchain networks,..",web3,34,True,18344.0,812.0,3219.0,96720.0,1012.0,570.0,106.0,5866.0,123.0,282.0,3201.0,175.0,2017-07-16 02:55:36.000,2022-01-08 01:54:06.000,2022-01-07 21:27:36.000,2022-01-06 03:06:13.688,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,gno,GNO - Gnosis,https://github.com/gnosis,"Crowd-sources, ethereum based prediction market.",exchange-tokens,34,True,18798.0,550.0,2821.0,21148.0,1623.0,241.0,655.0,7071.0,573.0,3950.0,780.0,255.0,2017-05-19 12:38:57.000,2022-01-08 15:00:06.000,2022-01-07 18:25:42.000,2022-01-05 13:16:00.000,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"Defi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. on..",amm,34,True,8546.0,1114.0,2553.0,18164.0,2346.0,264.0,125.0,1106.0,144.0,180.0,589.0,223.0,2020-08-24 06:21:05.000,2022-01-08 19:34:25.000,2022-01-08 16:58:09.000,2022-01-07 14:58:52.067,2.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,grt,GRT - The Graph,https://github.com/graphprotocol,The graph is an indexing protocol and global api for organizing blockchain data and making it easily accessible with..,web3,34,True,9826.0,446.0,2547.0,5142.0,797.0,280.0,216.0,3712.0,482.0,1407.0,11035.0,200.0,2018-04-19 07:13:50.000,2022-01-08 19:33:06.000,2022-01-07 20:31:34.000,2022-01-05 16:58:36.025,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,dcr,DCR - Decred,https://github.com/decred,"Decred aims to build a community-directed digital currency whose security, adaptability, and sustainability make it a..",privacy-coins,34,True,26782.0,597.0,2527.0,31432.0,1584.0,518.0,336.0,13180.0,940.0,6583.0,515.0,858.0,2015-12-16 17:08:26.000,2022-01-08 22:20:29.000,2022-01-08 18:41:35.000,2021-12-20 18:15:33.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,btc,BTC - Bitcoin,https://github.com/bitcoin,"Decentralized peer-to-peer internet currency making mobile payment easy, very low transaction fees, protects your..",cryptocurrency,33,True,35851.0,1197.0,67252.0,40.0,34706.0,4710.0,36.0,17779.0,1110.0,6038.0,,1365.0,2010-12-19 15:16:43.000,2022-01-08 21:19:10.000,2022-01-08 08:09:26.000,2021-09-14 11:32:48.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,ada,ADA - Cardano,https://github.com/input-output-hk,Decentralised platform that will allow complex programmable transfers of value in a secure and scalable fashion. it is..,smart-contract-platform,33,True,55487.0,525.0,8054.0,1650.0,1816.0,1205.0,287.0,13564.0,844.0,2849.0,56.0,696.0,2015-12-22 17:38:21.000,2022-01-08 21:13:28.000,2022-01-08 18:44:16.000,2022-01-05 11:32:22.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,mkr,MKR - Maker,https://github.com/makerdao,Cryptocurrency depicted as a smart contract platform and works alongside the dai coin and aims to act as a hedge..,defi,33,True,16742.0,483.0,3579.0,26606.0,1401.0,596.0,226.0,3140.0,178.0,585.0,764.0,415.0,2017-03-29 20:26:37.000,2022-01-08 17:48:38.000,2022-01-04 12:01:50.000,2021-12-07 17:39:41.000,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,avax,AVAX - Avalanche,https://github.com/ava-labs,High throughput smart contract blockchainplatform. validators secure the network through a proof-of-stake consensus..,smart-contract-platform,33,True,17628.0,1779.0,2291.0,17944.0,767.0,373.0,642.0,2514.0,156.0,509.0,399.0,282.0,2019-12-31 00:09:18.000,2022-01-08 16:46:19.000,2022-01-08 16:46:19.000,2021-12-22 18:25:09.000,2.0,True,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,bts,BTS - BitShares,https://github.com/bitshares,"Cryptocurrency whose value is pegged to that of another asset, such as the us dollar or gold. smartcoins always have..",exchange-tokens,33,True,20539.0,95.0,2155.0,11782.0,1795.0,383.0,316.0,3283.0,876.0,3063.0,510.0,387.0,2015-10-12 17:36:04.000,2022-01-08 21:57:12.000,2022-01-08 14:01:10.000,2021-12-16 11:07:47.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,dash,DASH - Dash,https://github.com/dashpay,"Dash (dash) is digital cash designed to offer financial freedom to everyone. payments are instant, easy and secure,..",cryptocurrency,33,True,28492.0,246.0,1719.0,1955542.0,1682.0,348.0,155.0,4761.0,131.0,631.0,16.0,777.0,2014-05-01 17:45:34.000,2022-01-07 11:52:48.013,2021-12-28 04:21:50.000,2021-12-14 18:19:04.236,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. token holders can use this token to take part..,others,33,True,19710.0,1001.0,801.0,345088.0,197.0,105.0,128.0,3105.0,243.0,1937.0,1359.0,131.0,2017-04-12 19:14:16.000,2022-01-07 17:38:09.000,2022-01-04 10:36:13.000,2021-12-10 14:44:02.000,1.0,True,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,neo,NEO - NEO,https://github.com/neo-project,Distributed ledger protocol that digitalizes real-world assets.,smart-contract-platform,32,True,6988.0,63.0,5090.0,26166.0,2678.0,804.0,239.0,6156.0,443.0,3302.0,736.0,515.0,2015-05-31 17:02:33.000,2022-01-07 06:21:22.000,2022-01-05 07:54:18.000,2021-12-02 09:19:09.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,zrx,ZRX - 0x,https://github.com/0xProject,The protocol for decentralized exchange.,exchange-tokens,32,True,26434.0,93.0,3463.0,9176.0,1712.0,329.0,173.0,5554.0,635.0,1241.0,54.0,336.0,2017-04-24 21:03:08.000,2022-01-07 21:48:55.000,2022-01-05 08:39:25.000,2021-08-16 02:03:54.419,2.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,icp,ICP - Internet Computer,https://github.com/dfinity,Internet computer (ic) is the worlds first blockchain that is capable of running at web speed at unrestrictive..,smart-contract-platform,32,True,10052.0,1197.0,3386.0,280805.3333333333,750.0,560.0,210.0,6707.0,697.0,1036.0,34.0,429.0,2018-05-11 11:12:10.000,2022-01-08 20:40:52.000,2022-01-08 20:40:48.000,2022-01-07 22:50:25.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,A decentralized platform for applications.,smart-contract-platform,32,True,47555.0,378.0,2584.0,13752.0,1118.0,221.0,214.0,3589.0,597.0,1703.0,3.0,1740.0,2016-07-15 07:43:41.000,2022-01-08 15:57:17.000,2022-01-07 17:01:14.000,2022-01-04 22:35:25.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,nim,NIM - Nimiq,https://github.com/nimiq,Nimiq is designed to make cryptocurrencies easy to use for everyone without compromising decentralization. nimiq is..,others,32,True,7646.0,430.0,2475.0,142970.0,651.0,230.0,81.0,907.0,142.0,484.0,962.0,133.0,2017-05-09 19:33:54.000,2022-01-08 19:47:53.000,2022-01-08 14:20:36.000,2021-12-07 02:18:25.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,Building a layered infrastructure for the future crypto economy.,others,32,True,20495.0,548.0,2060.0,58197.333333333336,521.0,232.0,371.0,7825.0,126.0,651.0,207.0,201.0,2018-02-26 06:42:54.000,2022-01-08 06:53:13.000,2022-01-06 12:18:24.000,2021-12-31 10:22:55.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,mana,MANA - Decentraland,https://github.com/decentraland,A blockchain-based virtual reality world.,metaverse,32,True,8314.0,162.0,1836.0,27536.0,778.0,411.0,2791.0,4661.0,549.0,2177.0,479.0,225.0,2017-07-11 04:13:11.000,2022-01-08 00:19:24.000,2022-01-07 19:18:44.000,2022-01-05 18:36:53.000,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Scalable and Instant Blockchain Transactions.,smart-contract-platform,32,True,20911.0,325.0,1754.0,35520.0,882.0,346.0,200.0,2261.0,233.0,358.0,652.0,921.0,2017-08-05 15:23:46.000,2022-01-08 21:35:54.000,2022-01-07 16:59:04.000,2021-12-25 12:21:10.395,2.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,ae,AE - Aeternity,https://github.com/aeternity,"Trustless, decentralized, and functional oracle machine.",web3,32,True,12633.0,303.0,1522.0,5556.0,400.0,282.0,339.0,5476.0,481.0,1525.0,380.0,206.0,2017-08-09 11:44:30.000,2022-01-07 09:56:29.000,2022-01-06 16:57:59.000,2021-12-08 09:04:45.000,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,32,True,5167.0,734.0,1379.0,103668.0,818.0,246.0,418.0,1591.0,100.0,618.0,616.0,489.0,2018-11-18 17:11:47.000,2022-01-08 18:52:58.000,2022-01-08 18:50:23.000,2022-01-06 06:53:44.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Havven is a decentralised payment network and stablecoin. It allows anyone to transact using a stable cryptocurrency.,defi,32,True,15342.0,782.0,1213.0,41802.0,740.0,156.0,770.0,4520.0,250.0,230.0,318.0,419.0,2017-11-30 07:43:43.000,2022-01-08 15:17:19.000,2022-01-07 02:50:42.000,2021-12-21 22:18:36.000,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,celo,CELO - Celo,https://github.com/celo-org,Native cryptographic digital asset created at the mainnet release of the celo platform. cgld has no relationship to..,others,32,True,18291.0,198.0,955.0,70638.0,418.0,227.0,482.0,5649.0,1477.0,4276.0,66.0,929.0,2018-03-23 00:51:51.000,2022-01-08 20:02:58.000,2022-01-08 00:33:35.000,2022-01-07 15:30:50.525,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that offers privacy and selective transparency of transactions. zcash..,privacy-coins,31,True,22513.0,371.0,5213.0,13254.0,2180.0,543.0,86.0,3288.0,1390.0,2994.0,6.0,707.0,2014-11-22 03:13:10.000,2022-01-08 16:24:47.000,2022-01-06 11:59:40.000,2022-01-05 22:40:24.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,ant,ANT - Aragon,https://github.com/aragon,Create value without borders or intermediaries.,web3,31,True,3778.0,16.0,3134.0,17072.0,1310.0,188.0,472.0,1873.0,724.0,858.0,1277.0,418.0,2017-03-01 15:45:32.000,2022-01-07 11:37:21.000,2022-01-07 09:56:32.000,2021-10-22 16:31:17.601,2.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,egld,EGLD - Elrond,https://github.com/ElrondNetwork,"Technology ecosystem for the new internet. its smart contracts execution platform is capable of 15,000 tps, 5s latency..",smart-contract-platform,31,True,32040.0,1359.0,1185.0,2882.6666666666665,328.0,196.0,714.0,4976.0,148.0,492.0,68.0,160.0,2018-08-17 09:42:40.000,2022-01-08 19:26:54.000,2022-01-07 22:39:09.000,2021-12-29 08:52:01.602,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,hbar,HBAR - Hedera,https://github.com/hashgraph,A governing body and public hashgraph network designed to address the needs of mainstream markets.,others,31,True,13291.0,848.0,1044.0,35528.0,434.0,255.0,460.0,5190.0,625.0,2830.0,189.0,168.0,2017-10-31 02:29:52.000,2022-01-08 22:11:27.000,2022-01-07 22:42:11.000,2022-01-04 23:08:14.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,zen,ZEN - Horizen,https://github.com/HorizenOfficial,Zero-knowledge-enabled network of blockchains powered by the largest node infrastructure in the industry. blockchain..,privacy-coins,31,True,32217.0,206.0,791.0,23018.0,515.0,284.0,153.0,1285.0,237.0,660.0,59.0,1122.0,2017-07-13 19:04:54.000,2022-01-07 18:26:34.000,2021-12-05 17:24:16.000,2021-12-05 19:04:41.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,doge,DOGE - Dogecoin,https://github.com/dogecoin,Cryptocurrency based on the popular doge internet meme and features a shiba inu on its logo. dogecoin is a litecoin..,meme-tokens,30,True,16843.0,120.0,14166.0,174620.0,2642.0,963.0,38.0,1813.0,257.0,1009.0,,731.0,2013-12-06 11:38:05.000,2022-01-08 15:52:37.000,2022-01-03 06:41:32.000,2021-11-08 18:52:11.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,oxen,OXEN - Oxen,https://github.com/oxen-io,Trade and Communicate with Absolute Freedom.,privacy-coins,30,True,55635.0,468.0,2452.0,257250.0,440.0,170.0,316.0,4816.0,590.0,1511.0,,896.0,2018-01-15 22:50:09.000,2022-01-07 07:21:53.000,2022-01-05 03:02:44.000,2021-12-18 13:50:27.000,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,aave,AAVE - Aave,https://github.com/aave,Decentralized money market protocol where users can lend and borrow cryptocurrency across 20 different assets as..,defi,30,True,2733.0,204.0,2134.0,13370.0,1172.0,187.0,451.0,931.0,224.0,146.0,250.0,104.0,2019-02-14 13:58:51.000,2022-01-08 11:44:52.000,2022-01-08 00:28:35.000,2021-12-14 13:26:43.000,1.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,waves,WAVES - Waves,https://github.com/wavesplatform,Waves is a Proof-of-Stake cryptocurrency.,smart-contract-platform,30,True,29753.0,160.0,1837.0,15644.0,810.0,424.0,219.0,6365.0,165.0,556.0,80.0,343.0,2016-04-07 14:42:54.000,2022-01-07 14:19:52.000,2022-01-07 14:18:48.000,2021-12-27 13:03:08.000,2.0,True,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,poa,POA - POA Network,https://github.com/poanetwork,No description.,smart-contract-platform,30,True,15437.0,26.0,1776.0,1969.3333333333335,849.0,206.0,143.0,2332.0,330.0,1256.0,245.0,303.0,2017-07-05 12:30:46.000,2022-01-06 08:26:03.000,2022-01-06 08:26:03.000,2021-09-21 15:00:36.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,one,ONE - Harmony,https://github.com/harmony-one,Open Consensus for 10B people.,smart-contract-platform,30,True,9210.0,70.0,1604.0,1244.0,354.0,195.0,94.0,3362.0,271.0,1531.0,89.0,154.0,2018-05-22 01:37:50.000,2022-01-08 20:31:49.000,2022-01-08 09:39:41.000,2021-12-04 02:09:27.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,qtum,QTUM - Qtum,https://github.com/qtumproject,UTXO based POS Smart Contract Platform.,smart-contract-platform,30,True,41550.0,31.0,1302.0,11428.0,448.0,246.0,91.0,714.0,50.0,364.0,111.0,1233.0,2017-03-03 08:17:11.000,2021-12-31 12:02:02.000,2021-11-25 02:40:36.000,2021-11-25 21:23:48.000,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,True,ar,AR - Arweave,https://github.com/ArweaveTeam,"The New Backbone of the Decentralised Internet, Arweave is a new data storage blockchain protocol based on a novel..",web3,30,True,3445.0,77.0,1189.0,120460.0,305.0,136.0,159.0,392.0,116.0,212.0,2588.0,109.0,2017-08-02 16:22:19.000,2022-01-03 03:07:29.108,2022-01-03 03:04:02.000,2022-01-03 03:07:29.108,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,True,sky,SKY - Skycoin,https://github.com/skycoin,The skycoin platform is the most advanced blockchain platform in the world. developed by early contributors to both..,others,30,True,18396.0,212.0,955.0,1274.0,457.0,197.0,52.0,2957.0,420.0,2002.0,100.0,205.0,2013-12-25 01:50:16.000,2022-01-07 10:03:16.000,2022-01-06 05:19:00.000,2021-12-01 13:12:00.689,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
