,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,new_addition,github_id,maven_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads
16,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple (XRP) is one of the fastest and most scalable digital asset, enabling real-time global payments anywhere in the..",cryptocurrency,35,True,19193.0,164.0,5461.0,167804.0,1952.0,868.0,382.0,5139.0,411.0,1259.0,1855.0,292.0,2011-11-07 04:40:15.000,2022-01-11 19:05:23.000,2022-01-07 18:50:26.000,2021-12-24 01:41:00.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,35,True,60410.0,1161.0,3775.0,28192.0,720.0,363.0,281.0,6341.0,409.0,7350.0,191.0,257.0,2016-01-11 15:57:05.000,2022-01-12 14:02:52.000,2022-01-11 09:09:11.000,2021-11-05 13:38:27.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,35,True,35888.0,2900.0,2514.0,104500.0,746.0,463.0,1141.0,5088.0,539.0,1054.0,3477.0,437.0,2020-04-15 21:09:27.000,2022-01-12 12:15:19.000,2022-01-11 20:03:43.000,2022-01-06 20:32:55.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,algo,ALGO - Algorand,https://github.com/algorand,"Algorand removes the technical barriers that for years undermined mainstream blockchain adoption: decentralization,..",cryptocurrency,35,True,10066.0,489.0,2143.0,116560.66666666666,944.0,241.0,256.0,4354.0,624.0,1623.0,1196.0,448.0,2018-10-09 17:10:16.000,2022-01-12 12:06:11.000,2022-01-11 17:06:13.000,2022-01-05 15:30:34.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,bnb,BNB - Binance Coin,https://github.com/binance-chain,Digital token of the Binance exchange. It is an exchanging token only for cryptographic forms of money. The name..,exchange-tokens,34,True,17496.0,159.0,9270.0,9774.0,4512.0,1187.0,243.0,1982.0,481.0,1067.0,605.0,1070.0,2017-10-16 04:17:35.000,2022-01-12 12:23:58.000,2022-01-10 22:10:51.000,2022-01-05 04:00:47.000,1,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,34,True,19038.0,973.0,4992.0,3790.0,13179.0,410.0,254.0,20953.0,110.0,2109.0,24.0,4471.0,2018-01-24 22:40:17.000,2022-01-12 14:29:00.000,2022-01-12 08:30:00.000,2022-01-04 11:18:31.000,1,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,34,True,6264.0,441.0,3506.0,54998.0,7101.0,223.0,144.0,3855.0,265.0,496.0,4631.0,272.0,2020-09-14 05:26:25.000,2022-01-12 13:08:53.000,2022-01-12 13:07:43.000,2022-01-04 09:39:29.078,2,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"The LINK Network provides smart contracts with data, bank payments and access to APIs.",web3,34,True,18391.0,821.0,3241.0,98450.0,1013.0,576.0,106.0,5884.0,123.0,293.0,3239.0,176.0,2017-07-16 02:55:36.000,2022-01-12 13:21:28.000,2022-01-12 05:52:48.000,2022-01-06 03:06:13.688,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,34,True,17516.0,551.0,2802.0,22044.0,1616.0,233.0,627.0,6684.0,566.0,3892.0,785.0,241.0,2017-05-19 12:38:57.000,2022-01-12 14:17:52.000,2022-01-11 16:47:53.000,2022-01-12 13:59:43.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,34,True,8744.0,1242.0,2572.0,20036.0,2353.0,264.0,126.0,1120.0,145.0,182.0,595.0,223.0,2020-08-24 06:21:05.000,2022-01-12 12:52:27.000,2022-01-12 11:43:56.000,2022-01-11 14:44:20.321,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,34,True,9834.0,412.0,2563.0,5456.0,805.0,279.0,218.0,3728.0,485.0,1410.0,11163.0,200.0,2018-04-19 07:13:50.000,2022-01-12 13:43:30.000,2022-01-11 16:33:05.000,2022-01-05 16:58:36.025,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,dcr,DCR - Decred,https://github.com/decred,"Autonomous digital currency. With a hybrid consensus system, it is built to be a decentralized, sustainable, and self-..",privacy-coins,34,True,26797.0,572.0,2530.0,31462.0,1584.0,519.0,482.0,13194.0,939.0,6587.0,480.0,858.0,2015-12-16 17:08:26.000,2022-01-12 13:36:18.000,2022-01-12 13:26:57.000,2021-12-20 18:15:33.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,33,True,54868.0,886.0,7786.0,1364.0,1727.0,1052.0,285.0,13923.0,1308.0,3278.0,52.0,606.0,2015-12-22 17:38:21.000,2022-01-12 14:21:16.000,2022-01-12 01:16:35.000,2022-01-05 15:44:18.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,33,True,16815.0,489.0,3597.0,28432.0,1395.0,596.0,226.0,3146.0,178.0,585.0,769.0,415.0,2017-03-29 20:26:37.000,2022-01-12 14:00:12.000,2022-01-12 14:00:11.000,2021-12-07 17:39:41.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,33,True,17637.0,1578.0,2331.0,18110.0,784.0,383.0,644.0,2523.0,157.0,510.0,406.0,286.0,2019-12-31 00:09:18.000,2022-01-12 03:53:22.000,2022-01-11 21:38:53.000,2021-12-22 18:25:09.000,1,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,33,True,14013.0,217.0,2225.0,64708.0,617.0,199.0,385.0,3763.0,484.0,2228.0,163.0,577.0,2014-03-16 02:06:34.000,2022-01-12 14:13:22.000,2022-01-11 08:17:28.000,2021-12-23 14:09:24.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,33,True,20539.0,86.0,2155.0,11900.0,1797.0,383.0,317.0,3284.0,864.0,3065.0,511.0,387.0,2015-10-12 17:36:04.000,2022-01-11 22:11:44.000,2022-01-08 14:01:10.000,2021-12-16 11:07:47.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,33,True,9387.0,222.0,1885.0,27422.0,810.0,429.0,2836.0,5357.0,595.0,2310.0,488.0,243.0,2017-07-11 04:13:11.000,2022-01-12 14:13:51.000,2022-01-10 20:04:54.000,2022-01-05 18:36:53.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,33,True,28492.0,243.0,1720.0,1955764.0,1682.0,348.0,156.0,4764.0,131.0,631.0,16.0,778.0,2014-05-01 17:45:34.000,2022-01-12 13:45:11.000,2021-12-28 04:21:50.000,2021-12-14 18:19:04.236,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,33,True,38484.0,782.0,1710.0,53714.0,545.0,297.0,978.0,8636.0,360.0,1446.0,278.0,518.0,2015-02-24 16:52:53.000,2022-01-12 14:23:18.000,2022-01-11 20:07:48.000,2022-01-11 20:08:41.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. Token holders can use this token to take part..,others,33,True,19710.0,987.0,802.0,344408.0,197.0,105.0,128.0,3108.0,243.0,1939.0,1361.0,131.0,2017-04-12 19:14:16.000,2022-01-12 02:50:25.000,2022-01-04 10:36:13.000,2021-12-10 14:44:02.000,1,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,32,True,6988.0,62.0,5089.0,26646.0,2679.0,804.0,239.0,6156.0,443.0,3302.0,742.0,515.0,2015-05-31 17:02:33.000,2022-01-12 10:14:40.000,2022-01-05 07:54:18.000,2021-12-02 09:19:09.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,storj,STORJ - Storj,https://github.com/storj,"Distributed, encrypted, and blazing fast object storage, where only you have access to your data.",web3,32,True,12493.0,306.0,3587.0,233006.0,520.0,335.0,1120.0,4862.0,189.0,602.0,131.0,283.0,2016-03-28 19:59:15.000,2022-01-12 14:16:44.000,2022-01-12 13:49:15.000,2022-01-11 15:48:12.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,icp,ICP - Internet Computer,https://github.com/dfinity,Worlds first blockchain that is capable of running at web speed at unrestrictive capacities. Built by the DFINITY..,smart-contract-platform,32,True,11021.0,1336.0,3444.0,309364.6666666667,763.0,592.0,214.0,7072.0,702.0,1050.0,34.0,452.0,2018-05-11 11:12:10.000,2022-01-12 13:27:36.000,2022-01-12 13:27:33.000,2022-01-11 22:22:31.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,zrx,ZRX - 0x,https://github.com/0xProject,"An Open Protocol For Decentralized Exchange On The Ethereum Blockchain 0x is an open, permissionless protocol allowing..",exchange-tokens,32,True,26117.0,89.0,3281.0,9305.333333333334,1633.0,298.0,172.0,5484.0,614.0,1220.0,54.0,298.0,2017-04-24 21:03:08.000,2022-01-12 10:30:11.000,2022-01-11 12:39:28.000,2021-08-16 02:03:54.419,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,dot,DOT - Polkadot,https://github.com/paritytech,Network protocol that allows arbitrary datanot just tokensto be transferred across blockchains. This means Polkadot is..,smart-contract-platform,32,True,4838.0,23.0,2171.0,894516.6666666667,598.0,230.0,225.0,1681.0,231.0,803.0,923.0,225.0,2016-08-15 09:30:15.000,2022-01-12 13:10:18.000,2021-12-26 18:15:48.000,2021-09-07 16:12:38.756,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,"Nervos CKByte (Common Knowledge Byte) is the native token of the Nervos Common Knowledge Base, a multi-asset, store of..",others,32,True,20501.0,521.0,2067.0,57531.333333333336,521.0,234.0,371.0,7832.0,126.0,652.0,208.0,201.0,2018-02-26 06:42:54.000,2022-01-12 07:32:07.000,2022-01-12 07:32:06.000,2021-12-31 10:22:55.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,32,True,20951.0,325.0,1774.0,35756.0,894.0,346.0,209.0,2275.0,244.0,361.0,663.0,926.0,2017-08-05 15:23:46.000,2022-01-12 09:38:55.513,2022-01-12 09:37:48.000,2022-01-12 09:38:55.513,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,32,True,12640.0,285.0,1522.0,5246.0,400.0,284.0,339.0,5478.0,481.0,1526.0,380.0,207.0,2017-08-09 11:44:30.000,2022-01-12 12:33:15.000,2022-01-12 12:33:15.000,2021-12-08 09:04:45.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,32,True,5210.0,729.0,1405.0,100808.0,831.0,256.0,392.0,1604.0,80.0,635.0,626.0,497.0,2018-11-18 17:11:47.000,2022-01-12 11:18:53.000,2022-01-12 03:19:49.000,2022-01-10 07:34:32.150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,32,True,15347.0,712.0,1217.0,43486.0,746.0,156.0,770.0,4537.0,250.0,230.0,319.0,419.0,2017-11-30 07:43:43.000,2022-01-12 11:36:28.000,2022-01-12 11:36:28.000,2021-12-21 22:18:36.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,snt,SNT - Status,https://github.com/status-im,"Interface to access Ethereum, built for Android & iOS. Enjoy encrypted messaging, a cryptocurrency wallet, and..",web3,31,True,22483.0,292.0,6324.0,180.0,1386.0,599.0,185.0,10313.0,679.0,7583.0,26.0,1534.0,2016-02-22 21:48:48.000,2022-01-12 14:26:28.000,2022-01-12 14:05:44.000,2021-10-28 16:03:39.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,31,True,22536.0,381.0,5217.0,13178.0,2180.0,542.0,86.0,3296.0,1392.0,3001.0,6.0,708.0,2014-11-22 03:13:10.000,2022-01-12 05:47:16.000,2022-01-11 17:31:01.000,2022-01-05 22:40:24.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,31,True,7602.0,445.0,2395.0,132756.0,619.0,213.0,80.0,910.0,136.0,483.0,821.0,125.0,2017-05-09 19:33:54.000,2022-01-12 14:26:08.000,2022-01-11 16:42:17.000,2021-12-07 02:18:25.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,aave,AAVE - Aave,https://github.com/aave,Decentralized Lending on Ethereum Network - Lending Ethereum.,defi,31,True,2739.0,193.0,2158.0,13262.0,1186.0,187.0,452.0,947.0,221.0,149.0,254.0,106.0,2019-02-14 13:58:51.000,2022-01-12 14:04:07.000,2022-01-12 12:20:38.000,2022-01-12 12:25:15.000,1,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Open source distributed computing platform based on blockchain that offers a smart contract (scripting) functionality...,smart-contract-platform,31,True,35362.0,353.0,1234.0,9056.0,883.0,182.0,185.0,3352.0,487.0,1508.0,3.0,1517.0,2016-07-15 07:43:41.000,2022-01-12 14:56:23.000,2022-01-12 14:56:22.000,2022-01-10 22:33:36.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,egld,EGLD - Elrond,https://github.com/ElrondNetwork,"Technology ecosystem for the new internet. Its smart contracts execution platform is capable of 15,000 TPS, 5s latency..",smart-contract-platform,31,True,32065.0,1279.0,1189.0,2885.3333333333335,329.0,195.0,715.0,5002.0,147.0,493.0,68.0,160.0,2018-08-17 09:42:40.000,2022-01-12 14:01:01.000,2022-01-11 09:13:02.000,2022-01-11 01:27:01.368,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,hbar,HBAR - Hedera,https://github.com/hashgraph,Decentralized public network for you to make your digital world exactly as it should be yours. Whether youre a startup..,exchange-tokens,31,True,13319.0,817.0,1047.0,35118.0,439.0,254.0,425.0,5251.0,629.0,2844.0,190.0,168.0,2017-10-31 02:29:52.000,2022-01-12 12:37:51.000,2022-01-12 01:06:10.000,2022-01-04 23:08:14.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,31,True,18293.0,189.0,959.0,71496.0,418.0,226.0,483.0,5659.0,1478.0,4286.0,66.0,932.0,2018-03-23 00:51:51.000,2022-01-12 14:03:50.037,2022-01-12 13:39:22.000,2022-01-12 14:03:50.037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,zen,ZEN - Horizen,https://github.com/HorizenOfficial,Inclusive ecosystem where everyone is empowered and rewarded for their contributions. Horizens massively scalable..,privacy-coins,31,True,32217.0,201.0,791.0,22968.0,515.0,282.0,153.0,1295.0,238.0,660.0,59.0,1124.0,2017-07-13 19:04:54.000,2022-01-12 10:06:14.000,2021-12-05 17:24:16.000,2021-12-05 19:04:41.000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
