,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,fork_count,watchers_count,release_count,pr_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,open_issue_count,monthly_downloads,projectrank_placing,new_addition,trending,labels,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads
17,True,srm,SRM - Serum,https://github.com/project-serum,Worlds first completely decentralized derivatives exchange with trustless cross-chain trading.,exchange-tokens,36,True,2488.0,195.0,3826.0,1929.0,188.0,277.0,1384.0,484.0,5702.0,276.0,2020-08-05 09:14:17.000,2022-01-11 15:23:12.000,2022-01-10 19:39:24.000,2022-01-09 21:50:59.000,789.0,760216.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,36,True,10425.0,283.0,3590.0,1408.0,500.0,613.0,6758.0,2562.0,4653.0,540.0,2017-03-01 15:45:32.000,2022-01-11 10:13:32.000,2022-01-11 10:13:32.000,2021-12-28 15:35:42.000,743.0,17406.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"The Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain...",metaverse,36,True,5437.0,352.0,1874.0,1000.0,191.0,146.0,2134.0,887.0,39460.0,261.0,2016-05-29 11:31:55.000,2022-01-11 15:10:00.000,2022-01-11 09:05:53.000,2021-12-21 02:12:59.739,364.0,648138.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,near,NEAR - Near,https://github.com/nearprotocol,"Sharded, developer-friendly, proof-of-stake public blockchain, built by a world-class team that has built some of the..",smart-contract-platform,36,True,13294.0,1176.0,1673.0,643.0,176.0,139.0,6655.0,2561.0,1857.0,333.0,2018-10-02 22:30:39.000,2022-01-11 16:16:45.000,2022-01-11 15:18:49.000,2022-01-10 04:08:09.000,911.0,86585.33333333334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,tok,TOK - Tokok,https://github.com/ccxt,Token issued by TOKOK. Users holding TOK enjoy discounts when using TOK to pay for transaction fees and get dividends..,exchange-tokens,35,True,46314.0,4226.0,22873.0,5407.0,944.0,4.0,4707.0,5948.0,2219.0,610.0,2017-05-14 15:41:56.000,2022-01-11 16:14:24.000,2022-01-11 16:14:22.000,2021-09-10 10:34:10.000,658.0,134.0,1,True,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple (XRP) is one of the fastest and most scalable digital asset, enabling real-time global payments anywhere in the..",cryptocurrency,35,True,19193.0,166.0,5461.0,1952.0,867.0,382.0,5138.0,1259.0,1849.0,292.0,2011-11-07 04:40:15.000,2022-01-10 23:57:24.000,2022-01-07 18:50:26.000,2021-12-24 01:41:00.000,411.0,163790.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,35,True,60410.0,1189.0,3775.0,720.0,364.0,281.0,6338.0,7347.0,191.0,257.0,2016-01-11 15:57:05.000,2022-01-11 15:42:19.000,2022-01-11 09:09:11.000,2021-11-05 13:38:27.000,407.0,28078.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,35,True,35844.0,2899.0,2512.0,745.0,463.0,1139.0,5076.0,1053.0,3460.0,437.0,2020-04-15 21:09:27.000,2022-01-11 15:19:59.000,2022-01-10 23:09:58.000,2022-01-06 20:32:55.000,537.0,101286.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,algo,ALGO - Algorand,https://github.com/algorand,"Algorand removes the technical barriers that for years undermined mainstream blockchain adoption: decentralization,..",cryptocurrency,35,True,10065.0,500.0,2138.0,943.0,242.0,256.0,4348.0,1621.0,1190.0,447.0,2018-10-09 17:10:16.000,2022-01-11 14:57:47.000,2022-01-11 14:29:59.000,2022-01-05 15:30:34.000,623.0,112316.66666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,bnb,BNB - Binance Coin,https://github.com/binance-chain,Digital token of the Binance exchange. It is an exchanging token only for cryptographic forms of money. The name..,exchange-tokens,34,True,17496.0,161.0,9261.0,4505.0,1187.0,243.0,1982.0,1066.0,602.0,1070.0,2017-10-16 04:17:35.000,2022-01-11 11:05:09.000,2022-01-10 22:10:51.000,2022-01-05 04:00:47.000,480.0,9718.0,1,,,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,34,True,18994.0,965.0,4951.0,13161.0,405.0,233.0,20904.0,2101.0,24.0,4463.0,2018-01-24 22:40:17.000,2022-01-11 15:34:18.000,2022-01-11 14:09:22.000,2022-01-04 11:18:31.000,108.0,3714.0,1,,,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,lbit,LBIT,https://github.com/elementsproject,No description.,others,34,True,45471.0,479.0,4684.0,1372.0,505.0,195.0,4308.0,2109.0,76.0,1296.0,2015-06-08 12:17:33.000,2022-01-11 11:00:30.000,2022-01-11 11:00:30.000,2021-12-07 19:22:17.000,543.0,33968.66666666667,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,34,True,6272.0,445.0,3488.0,7104.0,239.0,144.0,3858.0,501.0,5819.0,271.0,2020-09-14 05:26:25.000,2022-01-11 14:42:13.000,2022-01-11 08:00:15.000,2022-01-04 09:39:29.078,265.0,54214.0,2,,,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"The LINK Network provides smart contracts with data, bank payments and access to APIs.",web3,34,True,18357.0,806.0,3238.0,1012.0,576.0,106.0,5877.0,293.0,3230.0,175.0,2017-07-16 02:55:36.000,2022-01-11 15:12:19.000,2022-01-11 00:56:24.000,2022-01-06 03:06:13.688,123.0,95410.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,34,True,17510.0,553.0,2798.0,1614.0,233.0,627.0,6681.0,3888.0,784.0,241.0,2017-05-19 12:38:57.000,2022-01-11 15:24:48.000,2022-01-11 13:06:15.000,2022-01-10 16:08:40.000,567.0,21168.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,34,True,8704.0,1225.0,2568.0,2349.0,264.0,126.0,1111.0,180.0,591.0,223.0,2020-08-24 06:21:05.000,2022-01-11 14:44:20.321,2022-01-11 14:00:52.000,2022-01-11 14:44:20.321,145.0,19180.0,2,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,34,True,9833.0,431.0,2555.0,805.0,279.0,218.0,3723.0,1409.0,11127.0,200.0,2018-04-19 07:13:50.000,2022-01-11 14:08:35.000,2022-01-10 22:16:19.000,2022-01-05 16:58:36.025,486.0,5292.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,dcr,DCR - Decred,https://github.com/decred,"Autonomous digital currency. With a hybrid consensus system, it is built to be a decentralized, sustainable, and self-..",privacy-coins,34,True,26791.0,577.0,2529.0,1584.0,519.0,336.0,13185.0,6587.0,516.0,858.0,2015-12-16 17:08:26.000,2022-01-11 15:40:22.000,2022-01-11 15:40:22.000,2021-12-20 18:15:33.000,939.0,31452.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,33,True,54866.0,907.0,7788.0,1725.0,1054.0,285.0,13918.0,3276.0,52.0,606.0,2015-12-22 17:38:21.000,2022-01-11 15:01:27.000,2022-01-11 15:01:24.000,2022-01-05 15:44:18.000,1307.0,1300.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,33,True,16803.0,480.0,3594.0,1401.0,596.0,226.0,3146.0,585.0,768.0,415.0,2017-03-29 20:26:37.000,2022-01-10 14:53:16.000,2022-01-10 14:53:16.000,2021-12-07 17:39:41.000,178.0,27060.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,33,True,17636.0,1615.0,2325.0,776.0,382.0,643.0,2522.0,510.0,404.0,285.0,2019-12-31 00:09:18.000,2022-01-11 13:17:12.000,2022-01-11 02:42:39.000,2021-12-22 18:25:09.000,157.0,17878.0,2,,,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,33,True,14013.0,222.0,2225.0,617.0,199.0,385.0,3763.0,2228.0,163.0,577.0,2014-03-16 02:06:34.000,2022-01-11 15:48:45.000,2022-01-11 08:17:28.000,2021-12-23 14:09:24.000,484.0,64720.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,33,True,20539.0,90.0,2155.0,1797.0,383.0,317.0,3284.0,3065.0,510.0,387.0,2015-10-12 17:36:04.000,2022-01-11 12:09:26.416,2022-01-08 14:01:10.000,2021-12-16 11:07:47.000,864.0,11796.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,33,True,9387.0,227.0,1881.0,806.0,429.0,2836.0,5353.0,2310.0,480.0,243.0,2017-07-11 04:13:11.000,2022-01-11 16:13:07.000,2022-01-10 20:04:54.000,2022-01-05 18:36:53.000,595.0,26342.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,33,True,28492.0,243.0,1719.0,1682.0,348.0,156.0,4763.0,631.0,16.0,778.0,2014-05-01 17:45:34.000,2022-01-11 15:28:55.852,2021-12-28 04:21:50.000,2021-12-14 18:19:04.236,131.0,1955570.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,33,True,38479.0,800.0,1710.0,545.0,297.0,977.0,8634.0,1446.0,278.0,518.0,2015-02-24 16:52:53.000,2022-01-11 15:48:41.000,2022-01-11 13:02:53.000,2022-01-06 14:10:18.018,360.0,54246.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. Token holders can use this token to take part..,others,33,True,19710.0,987.0,802.0,197.0,105.0,128.0,3106.0,1939.0,1361.0,131.0,2017-04-12 19:14:16.000,2022-01-11 13:01:01.000,2022-01-04 10:36:13.000,2021-12-10 14:44:02.000,243.0,323612.0,1,,,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,32,True,6988.0,62.0,5089.0,2679.0,804.0,239.0,6156.0,3302.0,739.0,515.0,2015-05-31 17:02:33.000,2022-01-11 08:11:54.000,2022-01-05 07:54:18.000,2021-12-02 09:19:09.000,443.0,26092.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,storj,STORJ - Storj,https://github.com/storj,"Distributed, encrypted, and blazing fast object storage, where only you have access to your data.",web3,32,True,12491.0,312.0,3584.0,520.0,335.0,1119.0,4861.0,602.0,131.0,283.0,2016-03-28 19:59:15.000,2022-01-11 15:49:24.000,2022-01-11 15:18:18.000,2022-01-11 15:48:12.000,188.0,232508.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,icp,ICP - Internet Computer,https://github.com/dfinity,Worlds first blockchain that is capable of running at web speed at unrestrictive capacities. Built by the DFINITY..,smart-contract-platform,32,True,10101.0,1217.0,3409.0,758.0,560.0,213.0,6725.0,1040.0,34.0,433.0,2018-05-11 11:12:10.000,2022-01-11 15:01:13.000,2022-01-11 15:00:00.000,2022-01-11 11:43:58.000,695.0,298113.3333333333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,zrx,ZRX - 0x,https://github.com/0xProject,"An Open Protocol For Decentralized Exchange On The Ethereum Blockchain 0x is an open, permissionless protocol allowing..",exchange-tokens,32,True,26117.0,89.0,3277.0,1631.0,298.0,172.0,5481.0,1220.0,54.0,298.0,2017-04-24 21:03:08.000,2022-01-11 12:40:14.000,2022-01-11 12:39:28.000,2021-08-16 02:03:54.419,614.0,9246.666666666666,2,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Open source distributed computing platform based on blockchain that offers a smart contract (scripting) functionality...,smart-contract-platform,32,True,47581.0,372.0,2595.0,1119.0,221.0,214.0,3600.0,1708.0,3.0,1741.0,2016-07-15 07:43:41.000,2022-01-11 15:34:20.000,2022-01-11 11:22:34.000,2022-01-10 22:33:36.000,596.0,13780.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,"Nervos CKByte (Common Knowledge Byte) is the native token of the Nervos Common Knowledge Base, a multi-asset, store of..",others,32,True,20497.0,521.0,2064.0,521.0,234.0,371.0,7828.0,652.0,208.0,201.0,2018-02-26 06:42:54.000,2022-01-11 14:12:13.000,2022-01-10 01:54:19.000,2021-12-31 10:22:55.000,126.0,57508.66666666668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,32,True,20921.0,299.0,1770.0,890.0,347.0,206.0,2268.0,359.0,659.0,922.0,2017-08-05 15:23:46.000,2022-01-11 13:59:24.000,2022-01-11 08:57:31.000,2022-01-11 13:38:06.000,236.0,34072.0,2,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,32,True,12638.0,295.0,1522.0,400.0,284.0,339.0,5478.0,1526.0,380.0,206.0,2017-08-09 11:44:30.000,2022-01-11 15:17:16.000,2022-01-11 15:17:12.000,2021-12-08 09:04:45.000,481.0,5244.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,32,True,5185.0,724.0,1399.0,830.0,256.0,392.0,1599.0,635.0,625.0,492.0,2018-11-18 17:11:47.000,2022-01-11 14:05:52.000,2022-01-11 08:39:13.000,2022-01-10 07:34:32.150,79.0,96840.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,32,True,15345.0,714.0,1216.0,745.0,156.0,770.0,4534.0,230.0,319.0,419.0,2017-11-30 07:43:43.000,2022-01-11 14:50:27.000,2022-01-10 21:10:32.000,2021-12-21 22:18:36.000,250.0,41790.0,1,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,32,True,18292.0,195.0,959.0,418.0,227.0,482.0,5658.0,4277.0,66.0,932.0,2018-03-23 00:51:51.000,2022-01-11 15:28:46.000,2022-01-11 13:28:30.000,2022-01-07 15:30:50.525,1477.0,67830.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,snt,SNT - Status,https://github.com/status-im,"Interface to access Ethereum, built for Android & iOS. Enjoy encrypted messaging, a cryptocurrency wallet, and..",web3,31,True,22481.0,301.0,6324.0,1383.0,599.0,185.0,10310.0,7582.0,26.0,1533.0,2016-02-22 21:48:48.000,2022-01-11 15:47:25.000,2022-01-11 14:50:38.000,2021-10-28 16:03:39.000,678.0,180.0,2,,,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
