,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,monthly_downloads,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,cargo_id,github_release_downloads,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,maven_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
17,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"The Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain...",metaverse,37,True,6437.0,180.0,2721.0,1654.0,213.0,154.0,2614.0,436.0,953.0,173615.0,306.0,2016-05-29 11:31:55,2023-01-11 08:37:00.000,2023-01-11 04:49:01,2022-10-10 00:46:45.249,751776.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,eos,EOS - EOS,https://github.com/eosio,Cryptocurrency token and blockchain that operates as a smart contract platform for the deployment of decentralized..,smart-contract-platform,36,True,32814.0,,18260.0,8260.0,2375.0,740.0,10212.0,990.0,6243.0,13710.0,815.0,2017-04-05 17:09:53,2023-01-07 09:37:45.000,2022-03-07 23:00:38,2021-08-24 18:22:18.000,383304.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,36,True,20483.0,222.0,7966.0,20595.0,591.0,266.0,26894.0,120.0,2759.0,331.0,4938.0,2018-01-24 22:40:17,2023-01-11 18:09:45.000,2023-01-11 16:06:29,2023-01-11 08:52:35.000,12628.0,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,trx,TRX - TRON,https://github.com/tronprotocol,TRON: Decentralize the Web TRON is dedicated to building the infrastructure for a truly decentralized Internet. The..,smart-contract-platform,36,True,29329.0,294.0,5389.0,3167.0,686.0,339.0,5678.0,172.0,1783.0,3007.0,664.0,2017-12-26 10:20:38,2023-01-11 09:37:34.000,2023-01-11 04:28:34,2022-12-20 07:14:57.000,200076.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"The LINK Network provides smart contracts with data, bank payments and access to APIs.",web3,36,True,21022.0,497.0,4699.0,1492.0,700.0,240.0,8277.0,173.0,387.0,15226.0,225.0,2017-07-16 02:55:36,2023-01-11 17:26:39.000,2023-01-11 16:09:29,2023-01-03 18:48:51.109,156546.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,36,True,9006.0,778.0,4642.0,9099.0,248.0,163.0,6768.0,303.0,592.0,6204.0,318.0,2020-09-14 05:26:25,2023-01-11 18:12:24.000,2023-01-11 17:06:55,2023-01-04 09:28:59.000,22508.0,2.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,36,True,18825.0,246.0,3981.0,2254.0,263.0,674.0,8277.0,399.0,2713.0,1594.0,318.0,2017-05-19 12:38:57,2023-01-11 17:32:43.000,2023-01-10 14:30:51,2023-01-11 13:50:07.000,108906.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,aleo,ALEO,https://github.com/AleoHQ,No description.,others,36,True,22453.0,1377.0,3861.0,1149.0,179.0,94.0,4981.0,458.0,1396.0,656.0,178.0,2018-08-15 06:46:37,2023-01-11 13:26:56.000,2023-01-11 00:02:17,2022-12-13 00:50:55.000,86004.66666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,lbc,LBC - LBRY Credits,https://github.com/lbryio,"Meet LBRY, a content sharing and publishing platform that is decentralized and owned by its users.",exchange-tokens,35,True,49272.0,73.0,18853.0,1616.0,471.0,397.0,8439.0,1318.0,6502.0,26.0,1386.0,2015-08-20 15:24:10,2023-01-08 23:54:50.000,2022-12-13 20:18:47,2022-11-18 19:45:31.000,1223966.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,35,True,13260.0,52.0,6455.0,3218.0,934.0,370.0,8095.0,528.0,5153.0,1168.0,675.0,2015-05-31 17:02:33,2023-01-11 15:49:01.000,2023-01-07 07:25:13,2022-12-16 15:43:38.285,112002.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple (XRP) is one of the fastest and most scalable digital asset, enabling real-time global payments anywhere in the..",cryptocurrency,35,True,19494.0,48.0,5744.0,2031.0,860.0,394.0,5560.0,478.0,1383.0,2869.0,308.0,2011-11-07 04:40:15,2023-01-10 23:25:47.000,2023-01-09 17:26:14,2022-12-08 23:00:01.382,195070.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,srm,SRM - Serum,https://github.com/project-serum,Worlds first completely decentralized derivatives exchange with trustless cross-chain trading.,exchange-tokens,35,True,2934.0,104.0,5724.0,2993.0,214.0,296.0,2020.0,897.0,900.0,10370.0,389.0,2020-08-05 09:14:17,2023-01-11 09:32:19.000,2023-01-05 13:25:21,2022-12-15 16:14:08.000,1915044.6666666665,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,35,True,26542.0,469.0,5671.0,2526.0,532.0,109.0,4363.0,1812.0,3624.0,1018.0,764.0,2014-11-22 03:13:10,2023-01-11 17:45:40.000,2023-01-11 17:45:39,2022-12-13 23:06:10.000,29501.333333333332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,35,True,68394.0,1555.0,3840.0,747.0,357.0,291.0,7447.0,557.0,8425.0,238.0,293.0,2016-01-11 15:57:05,2023-01-11 18:31:20.000,2023-01-11 14:18:38,2022-05-02 11:49:44.000,26424.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,35,True,20829.0,407.0,3254.0,1404.0,403.0,1237.0,3924.0,282.0,709.0,1058.0,391.0,2019-12-31 00:09:18,2023-01-11 18:09:11.000,2023-01-10 22:22:57,2022-12-23 19:52:03.000,68258.0,2.0,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,35,True,24225.0,617.0,3128.0,1762.0,447.0,276.0,3709.0,206.0,788.0,1870.0,1110.0,2017-08-05 15:23:46,2023-01-11 16:36:40.000,2023-01-11 16:33:53,2023-01-09 18:51:51.000,46730.0,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,35,True,10854.0,514.0,2564.0,1310.0,509.0,3281.0,7348.0,839.0,3035.0,1204.0,285.0,2017-07-11 04:13:11,2023-01-11 18:13:11.000,2023-01-11 16:52:58,2023-01-11 14:26:41.000,55196.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,35,True,31648.0,763.0,1909.0,597.0,164.0,1092.0,6285.0,387.0,841.0,5710.0,507.0,2015-02-24 16:52:53,2023-01-11 16:52:19.000,2023-01-11 09:24:13,2023-01-11 09:24:39.000,133917.33333333337,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,34,True,14635.0,1519.0,4751.0,4221.0,233.0,183.0,1842.0,184.0,394.0,480.0,255.0,2020-08-24 06:21:05,2023-01-11 16:29:49.000,2023-01-11 06:07:16,2022-12-22 04:15:15.000,27512.0,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,storj,STORJ - Storj,https://github.com/storj,"Distributed, encrypted, and blazing fast object storage, where only you have access to your data.",web3,34,True,13716.0,354.0,4371.0,609.0,342.0,1333.0,5040.0,448.0,1445.0,94.0,289.0,2016-03-28 19:59:15,2023-01-11 18:32:22.000,2023-01-11 16:54:53,2023-01-10 14:00:30.000,644526.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,dcr,DCR - Decred,https://github.com/decred,"Autonomous digital currency. With a hybrid consensus system, it is built to be a decentralized, sustainable, and self-..",privacy-coins,34,True,28129.0,252.0,2670.0,1637.0,505.0,549.0,14323.0,903.0,7097.0,374.0,890.0,2015-12-16 17:08:26,2023-01-11 17:53:30.000,2023-01-11 14:31:42,2022-12-19 22:24:59.000,28082.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,34,True,41313.0,66.0,2028.0,2066.0,394.0,447.0,6621.0,210.0,799.0,743.0,1022.0,2014-05-01 17:45:34,2023-01-11 18:51:52.000,2023-01-11 08:05:13,2023-01-08 05:38:12.000,1732598.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,34,True,7319.0,450.0,1576.0,1208.0,300.0,420.0,1718.0,144.0,665.0,2107.0,548.0,2019-08-08 03:46:30,2023-01-11 10:58:06.000,2023-01-11 10:58:06,2022-12-07 22:23:58.000,169998.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,hbar,HBAR - Hedera,https://github.com/hashgraph,Decentralized public network for you to make your digital world exactly as it should be yours. Whether youre a startup..,exchange-tokens,34,True,17532.0,665.0,1320.0,611.0,282.0,580.0,8780.0,832.0,4554.0,819.0,281.0,2017-10-31 02:29:52,2023-01-11 18:15:22.000,2023-01-11 10:26:15,2023-01-03 23:52:47.000,166192.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,34,True,18888.0,68.0,1251.0,537.0,258.0,543.0,6319.0,655.0,5346.0,1739.0,974.0,2018-03-23 00:51:51,2023-01-11 16:31:09.000,2023-01-11 14:22:49,2023-01-10 22:50:18.000,158790.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,33,True,58191.0,490.0,8110.0,1924.0,1046.0,303.0,15487.0,1484.0,3691.0,60.0,697.0,2015-12-22 17:38:21,2023-01-11 15:31:45.000,2023-01-11 15:14:10,2022-11-04 16:15:15.000,1282.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,grin,GRIN - Grin,https://github.com/grinplusplus,Grin empowers anyone to transact or save modern money without the fear of external control or oppression. Grin is..,privacy-coins,33,True,5987.0,56.0,6184.0,1589.0,626.0,189.0,3536.0,343.0,1978.0,1507.0,359.0,2016-10-21 00:02:23,2023-01-11 15:43:44.000,2023-01-05 21:04:17,2022-10-21 14:15:31.000,24816.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,33,True,19005.0,478.0,4767.0,1866.0,594.0,234.0,3730.0,221.0,598.0,1095.0,450.0,2017-03-29 20:26:37,2023-01-11 16:50:09.000,2023-01-11 16:50:09,2022-05-18 20:55:24.000,8110.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,33,True,10491.0,5.0,4170.0,1655.0,467.0,632.0,7070.0,848.0,2576.0,6365.0,556.0,2017-03-01 15:45:32,2023-01-08 20:37:12.000,2022-10-24 16:00:46,2022-10-12 14:28:12.000,21186.0,1.0,['eth'],-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,33,True,8701.0,298.0,3027.0,763.0,222.0,101.0,1593.0,183.0,623.0,1606.0,138.0,2017-05-09 19:33:54,2023-01-11 18:35:56.000,2023-01-11 17:16:46,2023-01-10 14:25:53.000,155203.3333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,"Nervos CKByte (Common Knowledge Byte) is the native token of the Nervos Common Knowledge Base, a multi-asset, store of..",others,33,True,22558.0,495.0,2349.0,639.0,246.0,402.0,9010.0,228.0,745.0,2780.0,239.0,2018-02-26 06:42:54,2023-01-11 11:31:55.000,2023-01-10 12:32:53,2023-01-05 13:05:13.000,55636.66666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,33,True,14930.0,225.0,2347.0,650.0,194.0,498.0,5029.0,646.0,2603.0,370.0,597.0,2014-03-16 02:06:34,2023-01-11 18:15:59.000,2023-01-11 15:13:29,2023-01-10 09:08:37.000,41950.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,33,True,21295.0,133.0,2183.0,1814.0,382.0,329.0,3537.0,827.0,3190.0,452.0,402.0,2015-10-12 17:36:04,2023-01-11 05:37:00.000,2022-12-21 21:52:00,2022-12-01 14:25:08.000,10396.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Open source distributed computing platform based on blockchain that offers a smart contract (scripting) functionality...,smart-contract-platform,33,True,232449.0,3626.0,2033.0,1172.0,217.0,292.0,5274.0,634.0,2287.0,6.0,3123.0,2016-07-15 07:43:41,2023-01-11 18:56:54.000,2023-01-11 10:38:47,2022-12-14 23:34:57.000,6630.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,33,True,18669.0,400.0,1812.0,1071.0,163.0,918.0,6089.0,216.0,306.0,801.0,476.0,2017-11-30 07:43:43,2023-01-11 15:32:48.000,2023-01-11 13:34:40,2022-12-20 18:12:46.000,163346.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,snt,SNT - Status,https://github.com/status-im,"Interface to access Ethereum, built for Android & iOS. Enjoy encrypted messaging, a cryptocurrency wallet, and..",web3,32,True,24321.0,554.0,6791.0,1563.0,654.0,191.0,12207.0,814.0,8465.0,27.0,1596.0,2016-02-22 21:48:48,2023-01-11 18:11:42.000,2023-01-11 17:41:29,2023-01-08 01:21:18.000,174.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,scrt,SCRT - Secret,https://github.com/scrtlabs,"Native coin of the Secret Network, the first blockchain that enables general-purpose private / secure computation...",privacy-coins,32,True,11410.0,219.0,3023.0,896.0,238.0,226.0,874.0,197.0,911.0,60.0,228.0,2017-06-13 22:31:34,2023-01-11 16:03:47.000,2023-01-09 15:47:35,2023-01-11 10:21:26.848,81760.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,egld,EGLD - Elrond,https://github.com/ElrondNetwork,"Technology ecosystem for the new internet. Its smart contracts execution platform is capable of 15,000 TPS, 5s latency..",smart-contract-platform,32,True,41431.0,1239.0,1420.0,473.0,209.0,1179.0,7287.0,173.0,598.0,439.0,196.0,2018-08-17 09:42:40,2023-01-11 17:18:12.000,2023-01-11 17:18:08,2023-01-11 16:04:44.000,7160.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. Token holders can use this token to take part..,others,32,True,21533.0,368.0,821.0,187.0,87.0,172.0,3664.0,262.0,2418.0,1765.0,133.0,2017-04-12 19:14:16,2023-01-11 15:25:53.000,2022-12-23 12:40:57,2022-12-20 15:53:09.000,365866.0,1.0,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,True,hns,HNS - Handshake,https://github.com/handshake-org,Decentralized naming and certificate authority.,web3,31,True,8592.0,122.0,3870.0,590.0,294.0,111.0,763.0,240.0,403.0,715.0,150.0,2018-02-09 01:30:38,2023-01-10 22:53:54.000,2023-01-07 09:35:14,2023-01-06 16:49:16.199,8171.333333333334,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
