,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,cargo_id,github_release_downloads,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
10,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"The Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain...",metaverse,38,True,5792.0,237.0,2168.0,936550.0,1184.0,190.0,150.0,2301.0,378.0,915.0,94399.0,279.0,2016-05-29 11:31:55,2022-05-04 04:34:44.000,2022-05-04 02:42:06,2022-03-08 11:06:35.909,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,True,xlm,XLM - Stellar,https://github.com/stellar,Open platform for building financial products that connect people everywhere. Stellar blockchain enables near instant..,cryptocurrency,37,True,22939.0,414.0,7840.0,330594.6666666666,3269.0,996.0,726.0,10220.0,1280.0,5219.0,5364.0,809.0,2014-04-23 20:29:36,2022-05-04 18:24:10.000,2022-05-04 16:15:47,2022-05-02 21:07:55.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,37,True,39442.0,2115.0,2930.0,124026.0,925.0,559.0,1452.0,6215.0,717.0,1333.0,3984.0,498.0,2020-04-15 21:09:27,2022-05-04 18:34:59.000,2022-05-04 17:13:21,2022-04-29 20:08:35.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,True,miota,MIOTA - IOTA,https://github.com/iotaledger,"Open-source distributed data logging technology, which aims to securely enable the exchange of information and value..",iot,36,True,33125.0,454.0,8016.0,101142.0,2195.0,1034.0,723.0,11563.0,2030.0,5567.0,1105.0,640.0,2016-07-20 15:44:50,2022-05-04 19:53:58.000,2022-05-03 07:56:51,2022-04-25 07:41:26.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,True,srm,SRM - Serum,https://github.com/project-serum,Worlds first completely decentralized derivatives exchange with trustless cross-chain trading.,exchange-tokens,36,True,2742.0,214.0,4834.0,1660052.6666666667,2487.0,209.0,293.0,1725.0,905.0,716.0,12569.0,327.0,2020-08-05 09:14:17,2022-05-04 15:08:39.000,2022-05-04 15:08:36,2022-04-25 20:31:15.449,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"The LINK Network provides smart contracts with data, bank payments and access to APIs.",web3,36,True,19363.0,720.0,3773.0,123578.0,1175.0,625.0,147.0,6631.0,144.0,319.0,5020.0,191.0,2017-07-16 02:55:36,2022-05-04 18:02:33.000,2022-05-04 17:44:24,2022-05-02 20:58:29.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,True,algo,ALGO - Algorand,https://github.com/algorand,"Algorand removes the technical barriers that for years undermined mainstream blockchain adoption: decentralization,..",cryptocurrency,36,True,11462.0,800.0,2485.0,240067.3333333333,1132.0,272.0,307.0,5187.0,756.0,1927.0,2136.0,505.0,2018-10-09 17:10:16,2022-05-04 18:17:00.000,2022-05-04 17:33:23,2022-05-04 16:37:06.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,True,lbc,LBC - LBRY Credits,https://github.com/lbryio,"Meet LBRY, a content sharing and publishing platform that is decentralized and owned by its users.",exchange-tokens,35,True,48874.0,284.0,18961.0,1050032.0,1522.0,473.0,397.0,8276.0,1470.0,6314.0,4.0,1361.0,2015-08-20 15:24:10,2022-05-04 17:23:12.000,2022-05-02 20:14:21,2022-04-27 23:06:35.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,eos,EOS - EOS,https://github.com/eosio,Cryptocurrency token and blockchain that operates as a smart contract platform for the deployment of decentralized..,smart-contract-platform,35,True,32814.0,2.0,18166.0,655246.0,7947.0,2436.0,740.0,10098.0,962.0,6231.0,12337.0,797.0,2017-04-05 17:09:53,2022-05-02 01:26:38.000,2022-03-07 23:00:38,2021-08-24 18:22:18.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,bnb,BNB - Binance Coin,https://github.com/binance-chain,Digital token of the Binance exchange. It is an exchanging token only for cryptographic forms of money. The name..,exchange-tokens,35,True,17629.0,86.0,10001.0,12268.0,4917.0,1217.0,247.0,2120.0,430.0,1183.0,629.0,1084.0,2017-10-16 04:17:35,2022-05-04 11:46:48.000,2022-05-04 11:46:47,2022-04-12 02:40:18.000,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,35,True,19618.0,414.0,6447.0,6294.0,17280.0,485.0,257.0,23663.0,84.0,2372.0,242.0,4694.0,2018-01-24 22:40:17,2022-05-04 18:50:00.000,2022-05-04 11:24:51,2022-04-26 02:47:44.198,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,35,True,13002.0,64.0,6409.0,123496.0,3182.0,949.0,338.0,7789.0,556.0,4983.0,1026.0,665.0,2015-05-31 17:02:33,2022-05-04 16:06:35.000,2022-05-02 20:42:14,2022-05-03 14:30:25.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple (XRP) is one of the fastest and most scalable digital asset, enabling real-time global payments anywhere in the..",cryptocurrency,35,True,19312.0,85.0,5578.0,252480.0,1977.0,859.0,387.0,5270.0,436.0,1298.0,2214.0,297.0,2011-11-07 04:40:15,2022-05-04 20:04:28.000,2022-05-02 20:19:50,2022-05-02 20:29:09.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,trx,TRX - TRON,https://github.com/tronprotocol,TRON: Decentralize the Web TRON is dedicated to building the infrastructure for a truly decentralized Internet. The..,smart-contract-platform,35,True,28366.0,127.0,4697.0,219298.0,2579.0,641.0,324.0,5043.0,132.0,1588.0,2189.0,639.0,2017-12-26 10:20:38,2022-05-03 18:13:15.000,2022-04-27 06:16:46,2022-04-26 16:19:21.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,35,True,18055.0,413.0,3251.0,33952.0,1886.0,242.0,652.0,7359.0,517.0,4230.0,1054.0,254.0,2017-05-19 12:38:57,2022-05-04 16:17:41.000,2022-05-04 07:32:20,2022-04-28 05:58:07.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,35,True,10210.0,968.0,2953.0,29602.0,2640.0,258.0,134.0,1394.0,169.0,226.0,879.0,238.0,2020-08-24 06:21:05,2022-05-04 12:58:33.000,2022-05-04 02:29:58,2022-02-11 16:52:27.721,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,hbar,HBAR - Hedera,https://github.com/hashgraph,Decentralized public network for you to make your digital world exactly as it should be yours. Whether youre a startup..,exchange-tokens,35,True,15438.0,894.0,1163.0,91646.0,508.0,260.0,490.0,6472.0,686.0,3402.0,335.0,212.0,2017-10-31 02:29:52,2022-05-04 18:24:08.000,2022-05-04 18:24:07,2022-05-02 09:50:34.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,34,True,17426.0,519.0,4073.0,29022.0,1524.0,601.0,232.0,3345.0,184.0,598.0,895.0,425.0,2017-03-29 20:26:37,2022-05-04 12:29:36.000,2022-05-03 14:45:58,2022-04-08 14:54:17.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,34,True,7190.0,745.0,4012.0,44200.0,7963.0,239.0,136.0,4785.0,245.0,534.0,6055.0,300.0,2020-09-14 05:26:25,2022-05-04 17:46:06.000,2022-05-04 12:34:10,2022-01-04 09:39:29.078,3.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,34,True,10450.0,15.0,3857.0,19018.0,1492.0,470.0,616.0,6877.0,772.0,2572.0,5526.0,546.0,2017-03-01 15:45:32,2022-05-02 09:00:59.000,2022-05-02 09:00:59,2022-04-05 13:56:07.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,34,True,62339.0,564.0,3797.0,28656.0,735.0,361.0,291.0,6608.0,460.0,7615.0,210.0,264.0,2016-01-11 15:57:05,2022-05-04 19:01:54.000,2022-04-20 08:11:25,2022-05-02 11:49:44.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,34,True,10447.0,476.0,3031.0,6620.0,980.0,310.0,261.0,4148.0,477.0,1591.0,16166.0,230.0,2018-04-19 07:13:50,2022-05-04 18:10:08.000,2022-05-03 17:14:49,2022-05-02 19:32:12.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,dcr,DCR - Decred,https://github.com/decred,"Autonomous digital currency. With a hybrid consensus system, it is built to be a decentralized, sustainable, and self-..",privacy-coins,34,True,27211.0,298.0,2573.0,30862.0,1605.0,516.0,525.0,13582.0,949.0,6756.0,250.0,870.0,2015-12-16 17:08:26,2022-05-04 17:57:05.000,2022-05-04 16:29:35,2022-03-17 21:34:54.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,34,True,21530.0,422.0,2285.0,37800.0,1190.0,397.0,242.0,2621.0,254.0,564.0,1105.0,983.0,2017-08-05 15:23:46,2022-05-04 18:10:18.000,2022-05-04 03:38:20,2022-05-03 11:42:05.942,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,34,True,37854.0,63.0,1969.0,1876102.0,1966.0,394.0,370.0,6070.0,174.0,762.0,426.0,995.0,2014-05-01 17:45:34,2022-05-04 14:52:06.000,2022-05-02 15:35:13,2022-05-02 18:00:11.898,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,33,True,55525.0,1092.0,7883.0,2474.0,1793.0,1028.0,297.0,14414.0,1316.0,3310.0,55.0,633.0,2015-12-22 17:38:21,2022-05-04 17:00:28.000,2022-05-04 13:53:36,2022-04-13 07:34:16.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,33,True,19059.0,882.0,2778.0,21580.0,1034.0,397.0,745.0,2969.0,182.0,580.0,607.0,332.0,2019-12-31 00:09:18,2022-05-04 18:09:16.000,2022-05-04 17:31:50,2022-04-25 17:03:44.000,2.0,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,33,True,14283.0,211.0,2271.0,59476.0,630.0,202.0,419.0,4118.0,516.0,2351.0,218.0,585.0,2014-03-16 02:06:34,2022-05-04 14:31:50.000,2022-05-04 13:53:01,2022-04-27 08:58:25.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,33,True,9772.0,295.0,2255.0,56424.0,1085.0,464.0,2945.0,5915.0,692.0,2488.0,678.0,260.0,2017-07-11 04:13:11,2022-05-04 17:31:25.000,2022-05-04 13:45:01,2022-05-03 21:41:16.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,"Nervos CKByte (Common Knowledge Byte) is the native token of the Nervos Common Knowledge Base, a multi-asset, store of..",others,33,True,20998.0,383.0,2172.0,66975.33333333336,564.0,239.0,378.0,8166.0,140.0,671.0,232.0,210.0,2018-02-26 06:42:54,2022-05-04 07:16:24.000,2022-05-04 07:16:23,2022-04-11 12:41:53.154,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,33,True,20698.0,99.0,2161.0,11454.0,1803.0,384.0,320.0,3357.0,864.0,3108.0,524.0,392.0,2015-10-12 17:36:04,2022-05-04 10:36:35.000,2022-05-04 10:36:17,2022-03-22 07:34:17.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,33,True,6458.0,772.0,1915.0,254356.0,1074.0,284.0,394.0,1898.0,78.0,853.0,1234.0,569.0,2018-11-18 17:11:47,2022-05-04 15:54:40.000,2022-05-04 15:52:57,2022-04-24 05:54:54.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,33,True,29950.0,374.0,1786.0,82360.00000000001,568.0,165.0,1001.0,5387.0,362.0,814.0,278.0,502.0,2015-02-24 16:52:53,2022-05-04 19:03:14.000,2022-05-04 13:12:12,2022-04-25 11:28:44.389,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,33,True,16649.0,665.0,1443.0,69384.0,884.0,159.0,828.0,5072.0,241.0,249.0,439.0,435.0,2017-11-30 07:43:43,2022-05-04 17:00:56.000,2022-05-04 16:53:15,2022-04-08 01:40:06.953,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,33,True,18442.0,104.0,1080.0,122770.0,465.0,243.0,510.0,5902.0,1335.0,4617.0,893.0,936.0,2018-03-23 00:51:51,2022-05-04 17:39:40.000,2022-05-04 17:21:23,2022-04-26 21:50:15.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. Token holders can use this token to take part..,others,33,True,20618.0,715.0,842.0,588538.0,202.0,108.0,139.0,3291.0,243.0,2112.0,1465.0,135.0,2017-04-12 19:14:16,2022-05-04 17:01:11.000,2022-05-04 15:54:37,2022-05-04 15:55:02.000,1.0,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,32,True,24864.0,958.0,5342.0,18836.0,2212.0,534.0,90.0,3695.0,1528.0,3274.0,7.0,721.0,2014-11-22 03:13:10,2022-05-04 17:54:01.000,2022-05-04 17:06:11,2022-04-26 03:22:00.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,icp,ICP - Internet Computer,https://github.com/dfinity,Worlds first blockchain that is capable of running at web speed at unrestrictive capacities. Built by the DFINITY..,smart-contract-platform,32,True,15081.0,3397.0,3949.0,43323.33333333333,983.0,652.0,287.0,8361.0,892.0,1145.0,41.0,568.0,2018-05-11 11:12:10,2022-05-04 18:08:44.000,2022-05-04 15:31:52,2022-05-04 13:33:00.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,storj,STORJ - Storj,https://github.com/storj,"Distributed, encrypted, and blazing fast object storage, where only you have access to your data.",web3,32,True,12683.0,335.0,3897.0,270746.0,556.0,339.0,1266.0,4925.0,358.0,847.0,63.0,276.0,2016-03-28 19:59:15,2022-05-04 18:50:31.000,2022-05-04 16:00:26,2022-04-14 12:39:28.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,32,True,8066.0,383.0,2587.0,95167.33333333334,672.0,216.0,84.0,1182.0,145.0,557.0,998.0,129.0,2017-05-09 19:33:54,2022-05-04 18:38:59.000,2022-05-04 17:46:32,2022-02-23 17:10:03.332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Open source distributed computing platform based on blockchain that offers a smart contract (scripting) functionality...,smart-contract-platform,32,True,227460.0,444.0,1567.0,8242.0,1060.0,205.0,275.0,4366.0,536.0,1863.0,3.0,2990.0,2016-07-15 07:43:41,2022-05-04 19:53:15.000,2022-05-04 08:19:18,2022-05-04 07:52:15.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,32,True,13074.0,255.0,1549.0,7062.0,418.0,283.0,344.0,5615.0,495.0,1594.0,399.0,212.0,2017-08-09 11:44:30,2022-05-04 17:28:24.000,2022-05-02 19:29:06,2022-04-11 16:16:43.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,snt,SNT - Status,https://github.com/status-im,"Interface to access Ethereum, built for Android & iOS. Enjoy encrypted messaging, a cryptocurrency wallet, and..",web3,31,True,22966.0,394.0,6486.0,166.0,1431.0,614.0,190.0,10814.0,711.0,7745.0,24.0,1550.0,2016-02-22 21:48:48,2022-05-04 18:04:42.000,2022-05-04 16:27:42,2022-05-04 01:27:50.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,zrx,ZRX - 0x,https://github.com/0xProject,"An Open Protocol For Decentralized Exchange On The Ethereum Blockchain 0x is an open, permissionless protocol allowing..",exchange-tokens,31,True,26245.0,97.0,3484.0,16026.0,1717.0,308.0,172.0,5594.0,613.0,1223.0,56.0,309.0,2017-04-24 21:03:08,2022-05-03 10:09:15.000,2022-05-02 08:59:53,2021-08-16 02:03:54.419,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,ar,AR - Arweave,https://github.com/ArweaveTeam,A new data storage blockchain protocol based on a novel proof of access consensus mechanism that creates truly..,web3,31,True,3590.0,48.0,1465.0,142942.0,352.0,148.0,165.0,420.0,128.0,237.0,3889.0,122.0,2017-08-02 16:22:19,2022-05-04 18:31:09.000,2022-05-04 10:00:18,2022-05-04 13:44:34.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,egld,EGLD - Elrond,https://github.com/ElrondNetwork,"Technology ecosystem for the new internet. Its smart contracts execution platform is capable of 15,000 TPS, 5s latency..",smart-contract-platform,31,True,35776.0,1795.0,1296.0,6742.0,391.0,190.0,876.0,5781.0,168.0,544.0,92.0,177.0,2018-08-17 09:42:40,2022-05-04 17:36:10.000,2022-05-04 07:57:43,2022-05-02 09:48:53.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
