,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,monthly_downloads,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,cargo_id,github_release_downloads,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,maven_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
10,True,fil,FIL - Filecoin,https://github.com/filecoin-project,The Filecoin network achieves staggering economies of scale by allowing anyone worldwide to participate as storage..,web3,38,True,37411.0,975.0,7614.0,3454.0,1039.0,2003.0,14959.0,1603.0,9343.0,3683.0,999.0,2017-12-05 18:41:10,2022-10-26 17:26:37.000,2022-10-26 09:34:19,2022-10-22 14:23:36.000,111155.33333333331,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,True,icp,ICP - Internet Computer,https://github.com/dfinity,Worlds first blockchain that is capable of running at web speed at unrestrictive capacities. Built by the DFINITY..,smart-contract-platform,38,True,23114.0,3819.0,4444.0,1219.0,714.0,436.0,10502.0,892.0,1459.0,5750.0,724.0,2018-05-11 11:12:10,2022-10-26 16:50:43.000,2022-10-26 16:47:13,2022-10-26 02:21:41.000,107775.33333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,38,True,47980.0,3926.0,3297.0,1186.0,619.0,1680.0,8247.0,894.0,1939.0,1854.0,663.0,2020-04-15 21:09:27,2022-10-26 18:21:20.000,2022-10-26 17:56:29,2022-10-25 17:54:08.000,125952.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,True,algo,ALGO - Algorand,https://github.com/algorand,"Algorand removes the technical barriers that for years undermined mainstream blockchain adoption: decentralization,..",cryptocurrency,38,True,12468.0,568.0,2832.0,1360.0,258.0,358.0,6592.0,731.0,2426.0,5089.0,564.0,2018-10-09 17:10:16,2022-10-26 18:10:32.000,2022-10-26 15:23:32,2022-10-24 16:52:02.539,599638.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,True,eos,EOS - EOS,https://github.com/eosio,Cryptocurrency token and blockchain that operates as a smart contract platform for the deployment of decentralized..,smart-contract-platform,37,True,32814.0,,18242.0,8161.0,2378.0,740.0,10175.0,952.0,6242.0,13232.0,818.0,2017-04-05 17:09:53,2022-09-21 17:50:56.000,2022-03-07 23:00:38,2021-08-24 18:22:18.000,552304.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,True,miota,MIOTA - IOTA,https://github.com/iotaledger,"Open-source distributed data logging technology, which aims to securely enable the exchange of information and value..",iot,37,True,35421.0,547.0,8374.0,2376.0,1072.0,905.0,14540.0,2121.0,7250.0,1341.0,693.0,2016-07-20 15:44:50,2022-10-26 18:43:54.000,2022-10-25 19:18:43,2022-10-24 09:49:36.000,100063.33333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,37,True,11085.0,337.0,3558.0,1256.0,299.0,299.0,4820.0,714.0,1775.0,26575.0,278.0,2018-04-19 07:13:50,2022-10-26 18:22:00.000,2022-10-26 18:21:59,2022-10-11 10:27:05.000,13518.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"The Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain...",metaverse,37,True,6227.0,160.0,2550.0,1565.0,210.0,154.0,2500.0,420.0,943.0,156216.0,299.0,2016-05-29 11:31:55,2022-10-26 05:46:05.000,2022-10-24 10:27:07,2022-10-10 00:46:45.249,996106.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,bnb,BNB - Binance Coin,https://github.com/binance-chain,Digital token of the Binance exchange. It is an exchanging token only for cryptographic forms of money. The name..,exchange-tokens,36,True,18516.0,168.0,10957.0,5338.0,1291.0,261.0,2322.0,506.0,1344.0,832.0,1224.0,2017-10-16 04:17:35,2022-10-25 11:46:50.000,2022-10-25 11:46:50,2022-10-11 03:23:29.000,14574.0,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,36,True,20290.0,305.0,7510.0,20476.0,552.0,265.0,26081.0,107.0,2649.0,297.0,4886.0,2018-01-24 22:40:17,2022-10-26 17:06:02.000,2022-10-26 16:35:36,2022-10-26 08:29:29.000,10412.0,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,srm,SRM - Serum,https://github.com/project-serum,Worlds first completely decentralized derivatives exchange with trustless cross-chain trading.,exchange-tokens,36,True,2852.0,58.0,5608.0,2889.0,216.0,295.0,1933.0,950.0,808.0,21815.0,366.0,2020-08-05 09:14:17,2022-10-25 23:35:28.000,2022-10-25 23:35:28,2022-07-05 20:35:31.000,2082552.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,36,True,8358.0,701.0,4501.0,8866.0,247.0,137.0,6027.0,285.0,580.0,5850.0,311.0,2020-09-14 05:26:25,2022-10-26 17:09:23.000,2022-10-26 15:01:58,2022-10-26 03:20:44.000,38042.0,2.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"The LINK Network provides smart contracts with data, bank payments and access to APIs.",web3,36,True,20348.0,527.0,4487.0,1395.0,678.0,219.0,7825.0,213.0,354.0,12474.0,216.0,2017-07-16 02:55:36,2022-10-26 18:03:40.000,2022-10-26 17:19:25,2022-10-13 15:54:34.000,189734.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,36,True,65976.0,1084.0,3832.0,742.0,357.0,291.0,7089.0,560.0,8122.0,230.0,280.0,2016-01-11 15:57:05,2022-10-26 17:51:58.000,2022-10-24 14:05:14,2022-05-02 11:49:44.000,26192.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,36,True,18613.0,213.0,3813.0,2224.0,256.0,669.0,8014.0,465.0,4463.0,1395.0,302.0,2017-05-19 12:38:57,2022-10-26 15:34:37.000,2022-10-26 11:28:04,2022-10-21 16:20:38.000,71884.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,lbc,LBC - LBRY Credits,https://github.com/lbryio,"Meet LBRY, a content sharing and publishing platform that is decentralized and owned by its users.",exchange-tokens,35,True,49229.0,158.0,18909.0,1610.0,476.0,397.0,8408.0,1297.0,6487.0,21.0,1378.0,2015-08-20 15:24:10,2022-10-25 19:24:19.000,2022-10-25 17:31:32,2022-10-22 17:29:18.000,1169520.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,35,True,13217.0,74.0,6434.0,3201.0,934.0,360.0,8031.0,496.0,5142.0,1114.0,673.0,2015-05-31 17:02:33,2022-10-26 13:55:31.000,2022-10-25 23:00:33,2022-10-15 15:59:34.000,116808.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple (XRP) is one of the fastest and most scalable digital asset, enabling real-time global payments anywhere in the..",cryptocurrency,35,True,19451.0,53.0,5696.0,2015.0,857.0,393.0,5476.0,457.0,1364.0,2643.0,305.0,2011-11-07 04:40:15,2022-10-26 14:43:56.000,2022-10-14 20:15:44,2022-10-13 18:34:05.000,249036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,35,True,26130.0,572.0,5568.0,2500.0,539.0,107.0,4187.0,1761.0,3507.0,991.0,748.0,2014-11-22 03:13:10,2022-10-26 18:15:29.000,2022-10-26 18:15:29,2022-10-20 23:20:43.000,24382.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,trx,TRX - TRON,https://github.com/tronprotocol,TRON: Decentralize the Web TRON is dedicated to building the infrastructure for a truly decentralized Internet. The..,smart-contract-platform,35,True,28960.0,189.0,5167.0,3097.0,667.0,334.0,5426.0,165.0,1731.0,2692.0,653.0,2017-12-26 10:20:38,2022-10-26 11:32:49.000,2022-10-25 08:43:18,2022-10-21 08:37:33.000,264674.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,35,True,20407.0,450.0,3151.0,1318.0,401.0,1111.0,3665.0,291.0,671.0,919.0,375.0,2019-12-31 00:09:18,2022-10-26 17:38:41.000,2022-10-26 15:33:58,2022-10-26 17:53:53.000,94372.0,2.0,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,35,True,23358.0,338.0,2883.0,1609.0,451.0,258.0,3335.0,166.0,703.0,1668.0,1073.0,2017-08-05 15:23:46,2022-10-26 16:45:04.000,2022-10-26 15:07:26,2022-10-18 07:05:56.000,77104.0,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,35,True,10383.0,303.0,2503.0,1273.0,498.0,3158.0,6834.0,795.0,2783.0,1107.0,270.0,2017-07-11 04:13:11,2022-10-26 16:15:54.000,2022-10-26 16:15:50,2022-10-25 21:01:35.000,51042.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,35,True,41275.0,296.0,2015.0,2084.0,396.0,434.0,6494.0,223.0,794.0,709.0,1020.0,2014-05-01 17:45:34,2022-10-26 16:11:37.920,2022-10-24 14:25:18,2022-10-17 19:22:38.000,1786382.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,35,True,30921.0,436.0,1866.0,587.0,167.0,1064.0,5976.0,366.0,834.0,5663.0,505.0,2015-02-24 16:52:53,2022-10-26 17:53:48.000,2022-10-26 09:28:56,2022-10-25 21:19:18.000,142558.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,35,True,6916.0,947.0,1525.0,1143.0,298.0,419.0,1581.0,115.0,657.0,1764.0,515.0,2019-08-08 03:46:30,2022-10-26 17:58:47.000,2022-10-26 17:58:45,2022-10-15 10:53:09.000,209056.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,34,True,18567.0,625.0,4636.0,1751.0,595.0,234.0,3641.0,216.0,598.0,1031.0,438.0,2017-03-29 20:26:37,2022-10-26 18:05:16.000,2022-10-24 15:06:02,2022-05-18 20:55:24.000,19748.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,34,True,13297.0,1525.0,4603.0,4079.0,236.0,179.0,1715.0,205.0,345.0,436.0,254.0,2020-08-24 06:21:05,2022-10-26 17:03:45.000,2022-10-26 04:23:14,2022-10-26 04:25:04.000,46322.0,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,storj,STORJ - Storj,https://github.com/storj,"Distributed, encrypted, and blazing fast object storage, where only you have access to your data.",web3,34,True,13390.0,380.0,4237.0,593.0,330.0,1313.0,5004.0,494.0,1224.0,80.0,284.0,2016-03-28 19:59:15,2022-10-26 18:03:35.000,2022-10-26 17:33:22,2022-09-30 13:20:46.000,473510.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,34,True,10491.0,13.0,4099.0,1648.0,473.0,632.0,6954.0,836.0,2573.0,6103.0,553.0,2017-03-01 15:45:32,2022-10-24 16:22:41.671,2022-10-24 16:00:46,2022-10-12 14:28:12.000,17290.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,dcr,DCR - Decred,https://github.com/decred,"Autonomous digital currency. With a hybrid consensus system, it is built to be a decentralized, sustainable, and self-..",privacy-coins,34,True,27905.0,331.0,2647.0,1629.0,504.0,543.0,14154.0,916.0,6987.0,368.0,885.0,2015-12-16 17:08:26,2022-10-26 18:14:59.000,2022-10-26 15:22:32,2022-10-14 13:28:53.000,29096.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,"Nervos CKByte (Common Knowledge Byte) is the native token of the Nervos Common Knowledge Base, a multi-asset, store of..",others,34,True,22184.0,588.0,2320.0,620.0,244.0,395.0,8765.0,185.0,728.0,2683.0,231.0,2018-02-26 06:42:54,2022-10-26 10:58:56.000,2022-10-26 07:03:15,2022-10-25 10:44:49.000,65268.666666666664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,hbar,HBAR - Hedera,https://github.com/hashgraph,Decentralized public network for you to make your digital world exactly as it should be yours. Whether youre a startup..,exchange-tokens,34,True,17006.0,715.0,1249.0,575.0,267.0,564.0,8094.0,698.0,4227.0,656.0,264.0,2017-10-31 02:29:52,2022-10-26 17:28:50.000,2022-10-26 14:49:22,2022-10-25 17:38:55.000,242942.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,34,True,18827.0,112.0,1218.0,521.0,258.0,528.0,6238.0,905.0,5082.0,1453.0,969.0,2018-03-23 00:51:51,2022-10-26 16:20:36.000,2022-10-25 16:46:03,2022-10-24 22:59:06.000,203790.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,grin,GRIN - Grin,https://github.com/grinplusplus,Grin empowers anyone to transact or save modern money without the fear of external control or oppression. Grin is..,privacy-coins,33,True,5938.0,51.0,6157.0,1579.0,628.0,187.0,3525.0,338.0,1975.0,1505.0,356.0,2016-10-21 00:02:23,2022-10-26 10:02:27.000,2022-10-26 09:40:35,2022-10-21 14:15:31.000,25142.666666666664,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,aleo,ALEO,https://github.com/AleoHQ,No description.,others,33,True,21005.0,1618.0,2924.0,573.0,162.0,77.0,4652.0,395.0,1215.0,596.0,172.0,2018-08-15 06:46:37,2022-10-26 14:59:36.000,2022-10-26 00:02:42,2022-08-29 06:04:35.210,7297.333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,33,True,14722.0,208.0,2329.0,648.0,201.0,467.0,4754.0,633.0,2542.0,332.0,595.0,2014-03-16 02:06:34,2022-10-26 15:36:04.000,2022-10-26 14:56:21,2022-10-17 12:17:51.000,48516.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,33,True,20828.0,63.0,2177.0,1813.0,384.0,325.0,3469.0,827.0,3178.0,442.0,399.0,2015-10-12 17:36:04,2022-10-26 16:00:17.000,2022-10-26 16:00:07,2022-07-12 06:05:19.000,10264.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,33,True,18290.0,745.0,1722.0,1051.0,160.0,903.0,5860.0,222.0,291.0,688.0,472.0,2017-11-30 07:43:43,2022-10-26 17:40:15.000,2022-10-26 00:21:34,2022-10-21 14:00:46.000,190310.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,32,True,57798.0,726.0,8065.0,1876.0,1058.0,301.0,15225.0,1430.0,3566.0,59.0,680.0,2015-12-22 17:38:21,2022-10-26 18:23:53.000,2022-10-26 16:59:37,2022-10-14 15:15:02.000,1114.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,scrt,SCRT - Secret,https://github.com/scrtlabs,"Native coin of the Secret Network, the first blockchain that enables general-purpose private / secure computation...",privacy-coins,32,True,11168.0,615.0,2987.0,882.0,237.0,213.0,811.0,196.0,908.0,57.0,220.0,2017-06-13 22:31:34,2022-10-26 18:16:25.000,2022-10-26 18:06:07,2022-10-19 06:08:49.411,96358.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,32,True,8424.0,178.0,2922.0,734.0,224.0,89.0,1441.0,183.0,611.0,1417.0,137.0,2017-05-09 19:33:54,2022-10-24 22:31:32.000,2022-10-24 22:30:58,2022-10-17 16:12:13.000,142800.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,aave,AAVE - Aave,https://github.com/aave,Decentralized Lending on Ethereum Network - Lending Ethereum.,defi,32,True,3297.0,206.0,2769.0,1649.0,194.0,456.0,1317.0,260.0,202.0,976.0,140.0,2019-02-14 13:58:51,2022-10-26 15:06:16.000,2022-10-26 07:14:28,2022-10-18 10:39:40.000,11476.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,poa,POA - POA Network,https://github.com/poanetwork,An open network based on Ethereum protocol with Proof of Authority consensus by independent actors. Public notaries..,smart-contract-platform,32,True,15485.0,15.0,2013.0,981.0,199.0,148.0,2396.0,317.0,1266.0,3015.0,306.0,2017-07-05 12:30:46,2022-10-20 08:33:03.000,2022-10-17 05:56:12,2022-10-17 05:57:56.000,9259.333333333334,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Open source distributed computing platform based on blockchain that offers a smart contract (scripting) functionality...,smart-contract-platform,32,True,228914.0,497.0,1968.0,1170.0,214.0,292.0,4957.0,625.0,2166.0,6.0,3111.0,2016-07-15 07:43:41,2022-10-26 17:59:53.000,2022-10-26 12:40:46,2022-10-19 15:22:35.000,7218.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,32,True,13723.0,260.0,1584.0,442.0,284.0,353.0,5828.0,528.0,1697.0,425.0,216.0,2017-08-09 11:44:30,2022-10-26 16:06:35.000,2022-10-26 11:16:48,2022-08-24 15:05:50.214,5874.0,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. Token holders can use this token to take part..,others,32,True,21351.0,606.0,813.0,185.0,91.0,158.0,3600.0,267.0,2366.0,1682.0,131.0,2017-04-12 19:14:16,2022-10-26 16:42:47.000,2022-10-26 13:59:28,2022-10-21 08:45:18.000,439756.0,1.0,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
