,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
10,True,fil,FIL - Filecoin,https://github.com/filecoin-project,The Filecoin network achieves staggering economies of scale by allowing anyone worldwide to participate as storage..,web3,37,True,34173.0,1528.0,6899.0,98182.66666666669,3071.0,1035.0,1838.0,13431.0,1826.0,7816.0,1212.0,862.0,2017-12-05 18:41:10,2022-03-16 18:09:01.000,2022-03-16 17:48:21,2022-03-16 04:18:07.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"The Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain...",metaverse,37,True,5662.0,279.0,2063.0,932636.0,1123.0,193.0,150.0,2229.0,373.0,906.0,69509.0,270.0,2016-05-29 11:31:55,2022-03-16 08:54:01.000,2022-03-14 01:49:58,2022-03-08 11:06:35.909,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,True,eos,EOS - EOS,https://github.com/eosio,Cryptocurrency token and blockchain that operates as a smart contract platform for the deployment of decentralized..,smart-contract-platform,36,True,32814.0,9.0,18147.0,640198.0,7906.0,2438.0,740.0,10061.0,939.0,6230.0,12005.0,790.0,2017-04-05 17:09:53,2022-03-16 15:45:08.000,2022-03-07 23:00:38,2021-08-24 18:22:18.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,True,miota,MIOTA - IOTA,https://github.com/iotaledger,"Open-source distributed data logging technology, which aims to securely enable the exchange of information and value..",iot,36,True,32931.0,493.0,7962.0,97903.33333333334,2163.0,1046.0,688.0,10956.0,1929.0,5205.0,1092.0,637.0,2016-07-20 15:44:50,2022-03-16 18:59:44.000,2022-03-16 14:55:53,2022-03-14 13:49:00.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,True,trx,TRX - TRON,https://github.com/tronprotocol,TRON: Decentralize the Web TRON is dedicated to building the infrastructure for a truly decentralized Internet. The..,smart-contract-platform,36,True,28329.0,199.0,4514.0,200558.0,2476.0,625.0,322.0,4973.0,138.0,1554.0,2045.0,630.0,2017-12-26 10:20:38,2022-03-16 09:23:31.000,2022-03-15 09:25:06,2022-02-22 11:20:14.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,36,True,38241.0,2552.0,2778.0,119716.0,839.0,489.0,1362.0,5748.0,618.0,1221.0,3811.0,482.0,2020-04-15 21:09:27,2022-03-16 18:12:32.000,2022-03-16 12:42:23,2022-03-11 19:43:13.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,True,bnb,BNB - Binance Coin,https://github.com/binance-chain,Digital token of the Binance exchange. It is an exchanging token only for cryptographic forms of money. The name..,exchange-tokens,35,True,17576.0,86.0,9648.0,12690.0,4740.0,1203.0,245.0,2054.0,389.0,1136.0,657.0,1076.0,2017-10-16 04:17:35,2022-03-16 14:55:19.000,2022-03-16 08:49:08,2022-01-28 03:54:47.000,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,35,True,12976.0,67.0,6391.0,128488.0,3151.0,954.0,332.0,7717.0,544.0,4943.0,980.0,665.0,2015-05-31 17:02:33,2022-03-16 02:36:39.000,2022-03-16 01:39:45,2022-03-11 15:28:23.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple (XRP) is one of the fastest and most scalable digital asset, enabling real-time global payments anywhere in the..",cryptocurrency,35,True,19259.0,79.0,5524.0,255872.0,1964.0,860.0,386.0,5203.0,421.0,1287.0,2106.0,293.0,2011-11-07 04:40:15,2022-03-16 19:01:57.000,2022-03-14 22:21:17,2022-02-08 03:25:30.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,srm,SRM - Serum,https://github.com/project-serum,Worlds first completely decentralized derivatives exchange with trustless cross-chain trading.,exchange-tokens,35,True,2614.0,188.0,4395.0,1238960.666666667,2268.0,201.0,284.0,1571.0,874.0,620.0,9623.0,305.0,2020-08-05 09:14:17,2022-03-16 18:28:58.000,2022-03-16 18:28:58,2022-02-28 16:36:40.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,35,True,62169.0,1095.0,3783.0,28220.0,731.0,360.0,289.0,6511.0,435.0,7521.0,204.0,264.0,2016-01-11 15:57:05,2022-03-16 17:04:32.000,2022-03-16 10:12:22,2022-03-15 13:41:25.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,35,True,10437.0,89.0,3752.0,16154.0,1449.0,487.0,614.0,6817.0,762.0,2567.0,5219.0,544.0,2017-03-01 15:45:32,2022-03-01 23:43:04.000,2022-02-16 08:55:18,2022-02-07 10:03:05.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"The LINK Network provides smart contracts with data, bank payments and access to APIs.",web3,35,True,19027.0,708.0,3535.0,120234.0,1086.0,598.0,134.0,6318.0,131.0,311.0,4146.0,184.0,2017-07-16 02:55:36,2022-03-16 17:27:32.000,2022-03-16 16:54:11,2022-03-03 23:00:59.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,35,True,17868.0,479.0,3053.0,45410.0,1781.0,239.0,644.0,7118.0,567.0,4127.0,915.0,247.0,2017-05-19 12:38:57,2022-03-16 18:04:06.000,2022-03-16 15:51:52,2022-03-16 15:52:26.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,algo,ALGO - Algorand,https://github.com/algorand,"Algorand removes the technical barriers that for years undermined mainstream blockchain adoption: decentralization,..",cryptocurrency,35,True,11079.0,817.0,2354.0,207172.6666666667,1054.0,255.0,285.0,4894.0,725.0,1815.0,1682.0,483.0,2018-10-09 17:10:16,2022-03-16 17:49:34.000,2022-03-16 16:42:32,2022-03-16 14:36:25.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,lbc,LBC - LBRY Credits,https://github.com/lbryio,"Meet LBRY, a content sharing and publishing platform that is decentralized and owned by its users.",exchange-tokens,34,True,48720.0,297.0,19028.0,984168.0,1511.0,470.0,397.0,8219.0,1466.0,6258.0,2.0,1358.0,2015-08-20 15:24:10,2022-03-16 15:39:41.000,2022-03-16 15:39:41,2022-02-26 01:24:30.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,34,True,6788.0,637.0,3755.0,49996.0,7595.0,228.0,136.0,4391.0,242.0,526.0,5513.0,292.0,2020-09-14 05:26:25,2022-03-16 17:55:12.000,2022-03-16 17:55:12,2022-01-04 09:39:29.078,2.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,34,True,9617.0,1321.0,2833.0,31344.0,2528.0,264.0,134.0,1305.0,156.0,189.0,787.0,234.0,2020-08-24 06:21:05,2022-03-16 12:20:46.000,2022-03-16 05:15:10,2022-02-11 16:52:27.721,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,34,True,10179.0,409.0,2822.0,7948.0,902.0,303.0,233.0,3961.0,494.0,1517.0,13736.0,219.0,2018-04-19 07:13:50,2022-03-16 17:23:50.000,2022-03-16 17:19:53,2022-03-10 22:51:36.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,dcr,DCR - Decred,https://github.com/decred,"Autonomous digital currency. With a hybrid consensus system, it is built to be a decentralized, sustainable, and self-..",privacy-coins,34,True,27049.0,356.0,2559.0,31216.0,1589.0,516.0,523.0,13425.0,941.0,6696.0,282.0,864.0,2015-12-16 17:08:26,2022-03-16 17:23:55.000,2022-03-16 16:40:00,2022-02-17 16:15:40.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,34,True,37814.0,84.0,1950.0,1915770.0,1966.0,398.0,352.0,5928.0,172.0,762.0,411.0,996.0,2014-05-01 17:45:34,2022-03-16 16:02:55.000,2022-03-14 12:11:48,2022-03-01 06:58:30.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,34,True,38851.0,525.0,1744.0,60661.99999999999,561.0,298.0,1012.0,8800.0,358.0,1454.0,278.0,520.0,2015-02-24 16:52:53,2022-03-16 12:25:59.000,2022-03-15 10:42:53,2022-03-09 06:12:51.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,33,True,19392.0,548.0,5625.0,4696.0,15788.0,447.0,257.0,22623.0,81.0,2239.0,26.0,4612.0,2018-01-24 22:40:17,2022-03-16 17:06:27.000,2022-03-16 14:20:28,2022-03-01 01:32:43.000,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,33,True,17103.0,360.0,3868.0,27168.0,1452.0,603.0,230.0,3257.0,183.0,596.0,849.0,418.0,2017-03-29 20:26:37,2022-03-16 17:35:09.000,2022-03-16 14:05:26,2022-02-07 13:18:30.405,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,icp,ICP - Internet Computer,https://github.com/dfinity,Worlds first blockchain that is capable of running at web speed at unrestrictive capacities. Built by the DFINITY..,smart-contract-platform,33,True,13207.0,2644.0,3743.0,377804.0,866.0,647.0,250.0,7778.0,721.0,1097.0,40.0,524.0,2018-05-11 11:12:10,2022-03-16 18:16:45.000,2022-03-16 17:01:50,2022-03-15 13:04:34.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,33,True,18725.0,1187.0,2578.0,19594.0,913.0,386.0,725.0,2797.0,187.0,533.0,528.0,319.0,2019-12-31 00:09:18,2022-03-16 08:48:51.000,2022-03-15 20:04:32,2022-03-14 21:29:24.000,2.0,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,33,True,20629.0,100.0,2162.0,15850.0,1802.0,382.0,319.0,3321.0,863.0,3078.0,519.0,391.0,2015-10-12 17:36:04,2022-03-16 09:25:44.000,2022-03-16 09:25:43,2022-02-22 19:53:06.677,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,33,True,9592.0,277.0,2136.0,30946.0,969.0,452.0,2886.0,5673.0,641.0,2400.0,580.0,254.0,2017-07-11 04:13:11,2022-03-16 17:49:57.000,2022-03-16 17:32:29,2022-03-16 14:20:11.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,33,True,21295.0,396.0,2097.0,36750.0,1061.0,353.0,232.0,2497.0,245.0,426.0,941.0,957.0,2017-08-05 15:23:46,2022-03-16 17:02:50.000,2022-03-16 16:22:51,2022-03-16 17:25:11.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,33,True,5981.0,814.0,1687.0,177000.0,968.0,269.0,387.0,1737.0,83.0,726.0,888.0,535.0,2018-11-18 17:11:47,2022-03-16 09:32:59.000,2022-03-16 06:01:42,2022-03-06 11:21:17.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,hbar,HBAR - Hedera,https://github.com/hashgraph,Decentralized public network for you to make your digital world exactly as it should be yours. Whether youre a startup..,exchange-tokens,33,True,14815.0,782.0,1110.0,53324.0,466.0,257.0,461.0,5914.0,573.0,3114.0,255.0,192.0,2017-10-31 02:29:52,2022-03-16 18:10:46.000,2022-03-16 14:09:37,2022-03-08 18:15:54.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. Token holders can use this token to take part..,others,33,True,20094.0,407.0,826.0,555246.0,200.0,107.0,130.0,3209.0,251.0,2012.0,1407.0,134.0,2017-04-12 19:14:16,2022-03-16 17:52:08.000,2022-03-14 12:18:30,2022-02-14 14:46:08.000,1.0,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,32,True,54881.0,774.0,7829.0,2606.0,1754.0,1036.0,293.0,14168.0,1298.0,3270.0,54.0,617.0,2015-12-22 17:38:21,2022-03-16 18:34:57.000,2022-03-16 17:12:01,2022-03-07 16:47:37.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,storj,STORJ - Storj,https://github.com/storj,"Distributed, encrypted, and blazing fast object storage, where only you have access to your data.",web3,32,True,12718.0,282.0,3755.0,249994.0,537.0,332.0,1211.0,4896.0,326.0,714.0,82.0,289.0,2016-03-28 19:59:15,2022-03-16 17:18:15.000,2022-03-16 16:42:04,2022-03-14 16:47:29.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,32,True,7847.0,330.0,2498.0,84307.33333333334,652.0,213.0,84.0,1061.0,134.0,532.0,904.0,128.0,2017-05-09 19:33:54,2022-03-16 14:30:17.000,2022-03-15 03:36:12,2022-02-23 17:10:03.332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,32,True,14148.0,172.0,2256.0,72220.0,618.0,199.0,401.0,3946.0,489.0,2283.0,94.0,579.0,2014-03-16 02:06:34,2022-03-16 18:39:52.000,2022-03-16 13:29:04,2022-03-11 11:35:07.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,"Nervos CKByte (Common Knowledge Byte) is the native token of the Nervos Common Knowledge Base, a multi-asset, store of..",others,32,True,20794.0,414.0,2132.0,59494.0,546.0,236.0,376.0,8013.0,132.0,664.0,225.0,206.0,2018-02-26 06:42:54,2022-03-16 15:16:52.000,2022-03-16 02:14:51,2022-03-03 03:28:58.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,32,True,12925.0,295.0,1538.0,7852.0,409.0,282.0,341.0,5538.0,486.0,1564.0,392.0,207.0,2017-08-09 11:44:30,2022-03-16 16:40:18.000,2022-03-16 08:40:46,2022-02-12 07:00:47.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Open source distributed computing platform based on blockchain that offers a smart contract (scripting) functionality...,smart-contract-platform,32,True,227131.0,522.0,1486.0,8526.0,1022.0,205.0,271.0,4242.0,518.0,1783.0,3.0,2961.0,2016-07-15 07:43:41,2022-03-16 19:02:17.000,2022-03-16 08:31:24,2022-03-16 05:56:55.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,32,True,16170.0,708.0,1340.0,55652.0,839.0,149.0,803.0,4828.0,237.0,241.0,373.0,429.0,2017-11-30 07:43:43,2022-03-16 17:09:19.000,2022-03-16 00:12:16,2022-02-24 17:32:09.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,snt,SNT - Status,https://github.com/status-im,"Interface to access Ethereum, built for Android & iOS. Enjoy encrypted messaging, a cryptocurrency wallet, and..",web3,31,True,22730.0,295.0,6429.0,170.0,1410.0,606.0,186.0,10585.0,710.0,7649.0,26.0,1545.0,2016-02-22 21:48:48,2022-03-16 17:20:21.000,2022-03-16 09:13:17,2022-03-14 08:03:59.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,31,True,24128.0,706.0,5279.0,22260.666666666668,2201.0,539.0,88.0,3495.0,1473.0,3127.0,7.0,720.0,2014-11-22 03:13:10,2022-03-16 18:12:57.000,2022-03-16 17:50:43,2022-01-05 22:40:24.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,zrx,ZRX - 0x,https://github.com/0xProject,"An Open Protocol For Decentralized Exchange On The Ethereum Blockchain 0x is an open, permissionless protocol allowing..",exchange-tokens,31,True,26189.0,83.0,3404.0,18644.0,1666.0,301.0,172.0,5563.0,612.0,1222.0,54.0,306.0,2017-04-24 21:03:08,2022-03-16 18:12:31.000,2022-03-10 07:49:33,2021-08-16 02:03:54.419,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,one,ONE - Harmony,https://github.com/harmony-one,Fast and open blockchain for decentralized applications. Harmony has achieved secure and random state sharding...,smart-contract-platform,31,True,9416.0,228.0,1680.0,3218.0,402.0,207.0,99.0,3459.0,313.0,1545.0,103.0,164.0,2018-05-22 01:37:50,2022-03-16 15:52:07.000,2022-03-15 21:44:05,2022-02-01 05:41:22.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,egld,EGLD - Elrond,https://github.com/ElrondNetwork,"Technology ecosystem for the new internet. Its smart contracts execution platform is capable of 15,000 TPS, 5s latency..",smart-contract-platform,31,True,35066.0,2133.0,1253.0,5774.0,372.0,193.0,830.0,5493.0,173.0,540.0,68.0,173.0,2018-08-17 09:42:40,2022-03-16 17:53:12.000,2022-03-16 17:53:07,2022-03-15 13:39:16.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,31,True,18355.0,78.0,1025.0,106594.0,439.0,238.0,501.0,5804.0,1463.0,4441.0,69.0,932.0,2018-03-23 00:51:51,2022-03-16 17:46:56.000,2022-03-14 20:09:48,2022-03-10 21:49:29.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
