,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_monthly_downloads,maven_id,npm_dependent_project_count,maven_url,maven_latest_release_published_at,cargo_id,github_release_downloads,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
10,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"The Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain...",metaverse,38,True,5879.0,222.0,2250.0,1030740.0,1293.0,190.0,150.0,2341.0,399.0,918.0,109261.0,283.0,2016-05-29 11:31:55,2022-06-01 01:17:26.000,2022-05-31 23:01:13,2022-03-08 11:06:35.909,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,True,miota,MIOTA - IOTA,https://github.com/iotaledger,"Open-source distributed data logging technology, which aims to securely enable the exchange of information and value..",iot,37,True,33776.0,694.0,8240.0,100467.33333333331,2330.0,1079.0,823.0,12953.0,2064.0,6129.0,1114.0,659.0,2016-07-20 15:44:50,2022-06-01 19:05:15.000,2022-06-01 17:20:48,2022-06-01 18:56:59.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,True,xlm,XLM - Stellar,https://github.com/stellar,Open platform for building financial products that connect people everywhere. Stellar blockchain enables near instant..,cryptocurrency,37,True,23082.0,460.0,7872.0,350788.6666666666,3392.0,993.0,732.0,10354.0,1432.0,5260.0,5440.0,814.0,2014-04-23 20:29:36,2022-06-01 16:15:06.000,2022-06-01 00:55:30,2022-05-31 16:35:27.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,37,True,40948.0,2663.0,2995.0,165348.0,984.0,569.0,1471.0,6492.0,698.0,1422.0,4178.0,524.0,2020-04-15 21:09:27,2022-06-01 18:22:56.000,2022-06-01 18:00:02,2022-05-27 21:33:44.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,True,link,LINK - Chainlink,https://github.com/smartcontractkit,"The LINK Network provides smart contracts with data, bank payments and access to APIs.",web3,36,True,19508.0,603.0,3901.0,154266.0,1205.0,635.0,155.0,6799.0,162.0,321.0,5705.0,196.0,2017-07-16 02:55:36,2022-06-01 18:10:53.000,2022-06-01 17:23:48,2022-05-11 21:11:07.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,True,algo,ALGO - Algorand,https://github.com/algorand,"Algorand removes the technical barriers that for years undermined mainstream blockchain adoption: decentralization,..",cryptocurrency,36,True,11568.0,496.0,2543.0,291297.3333333334,1159.0,272.0,309.0,5350.0,776.0,1999.0,2482.0,518.0,2018-10-09 17:10:16,2022-06-01 18:05:04.000,2022-06-01 11:21:11,2022-06-01 14:39:39.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,True,lbc,LBC - LBRY Credits,https://github.com/lbryio,"Meet LBRY, a content sharing and publishing platform that is decentralized and owned by its users.",exchange-tokens,35,True,49000.0,298.0,18932.0,1052180.0,1524.0,476.0,397.0,8294.0,1472.0,6318.0,4.0,1370.0,2015-08-20 15:24:10,2022-06-01 18:01:24.000,2022-06-01 18:01:24,2022-04-27 23:06:35.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,True,eos,EOS - EOS,https://github.com/eosio,Cryptocurrency token and blockchain that operates as a smart contract platform for the deployment of decentralized..,smart-contract-platform,35,True,32814.0,2.0,18178.0,718430.0,8006.0,2415.0,740.0,10117.0,984.0,6238.0,12438.0,801.0,2017-04-05 17:09:53,2022-06-01 13:38:51.000,2022-03-07 23:00:38,2021-08-24 18:22:18.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,bnb,BNB - Binance Coin,https://github.com/binance-chain,Digital token of the Binance exchange. It is an exchanging token only for cryptographic forms of money. The name..,exchange-tokens,35,True,17671.0,103.0,10157.0,12282.0,5009.0,1243.0,248.0,2143.0,448.0,1212.0,644.0,1092.0,2017-10-16 04:17:35,2022-06-01 10:33:14.000,2022-06-01 10:33:14,2022-05-05 09:34:42.000,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,35,True,19732.0,384.0,6662.0,6432.0,17922.0,492.0,260.0,24209.0,94.0,2407.0,249.0,4733.0,2018-01-24 22:40:17,2022-06-01 16:25:08.000,2022-06-01 13:19:47,2022-06-01 08:09:59.239,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,35,True,13088.0,122.0,6419.0,125706.0,3194.0,945.0,343.0,7874.0,527.0,5066.0,1049.0,668.0,2015-05-31 17:02:33,2022-06-01 09:14:54.000,2022-06-01 08:10:43,2022-06-01 09:14:54.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,xrp,XRP - XRP,https://github.com/ripple,"Ripple (XRP) is one of the fastest and most scalable digital asset, enabling real-time global payments anywhere in the..",cryptocurrency,35,True,19356.0,107.0,5602.0,274194.0,1980.0,856.0,389.0,5318.0,426.0,1311.0,2281.0,298.0,2011-11-07 04:40:15,2022-06-01 16:53:12.000,2022-06-01 16:50:23,2022-05-31 18:46:07.368,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,srm,SRM - Serum,https://github.com/project-serum,Worlds first completely decentralized derivatives exchange with trustless cross-chain trading.,exchange-tokens,35,True,2755.0,166.0,4988.0,1597783.3333333335,2589.0,219.0,294.0,1763.0,953.0,734.0,14222.0,334.0,2020-08-05 09:14:17,2022-06-01 16:17:51.000,2022-05-29 21:24:45,2022-04-25 20:31:15.449,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,trx,TRX - TRON,https://github.com/tronprotocol,TRON: Decentralize the Web TRON is dedicated to building the infrastructure for a truly decentralized Internet. The..,smart-contract-platform,35,True,28375.0,49.0,4802.0,236958.0,2819.0,647.0,326.0,5093.0,140.0,1604.0,2267.0,643.0,2017-12-26 10:20:38,2022-06-01 13:54:58.000,2022-05-26 06:25:26,2022-05-25 15:22:40.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,35,True,7384.0,720.0,4150.0,42540.0,8288.0,238.0,136.0,4998.0,284.0,537.0,6238.0,301.0,2020-09-14 05:26:25,2022-06-01 16:23:14.000,2022-06-01 05:11:33,2022-01-04 09:39:29.078,2.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,True,icp,ICP - Internet Computer,https://github.com/dfinity,Worlds first blockchain that is capable of running at web speed at unrestrictive capacities. Built by the DFINITY..,smart-contract-platform,35,True,16383.0,3714.0,4078.0,56696.0,1032.0,648.0,330.0,8712.0,911.0,1198.0,1906.0,597.0,2018-05-11 11:12:10,2022-06-01 18:22:02.000,2022-06-01 18:04:17,2022-05-26 00:56:18.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,35,True,18187.0,395.0,3358.0,46760.0,1928.0,249.0,658.0,7510.0,514.0,4259.0,1052.0,263.0,2017-05-19 12:38:57,2022-06-01 14:29:30.000,2022-05-27 18:02:26,2022-05-27 11:18:38.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,35,True,10546.0,416.0,3101.0,6728.0,1014.0,310.0,269.0,4238.0,523.0,1618.0,17344.0,242.0,2018-04-19 07:13:50,2022-06-01 16:15:26.000,2022-06-01 16:15:26,2022-05-30 20:18:51.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,35,True,9924.0,372.0,2323.0,86308.0,1134.0,457.0,2986.0,6114.0,739.0,2545.0,716.0,263.0,2017-07-11 04:13:11,2022-06-01 18:06:00.000,2022-06-01 16:43:26,2022-06-01 12:56:25.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,True,hbar,HBAR - Hedera,https://github.com/hashgraph,Decentralized public network for you to make your digital world exactly as it should be yours. Whether youre a startup..,exchange-tokens,35,True,15806.0,1004.0,1183.0,95374.0,522.0,263.0,505.0,6760.0,658.0,3557.0,408.0,221.0,2017-10-31 02:29:52,2022-06-01 18:13:28.000,2022-06-01 04:22:20,2022-06-01 04:48:14.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,34,True,17635.0,618.0,4206.0,32186.0,1553.0,601.0,234.0,3396.0,187.0,598.0,923.0,425.0,2017-03-29 20:26:37,2022-06-01 17:41:12.000,2022-06-01 15:10:32,2022-05-18 20:55:24.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,34,True,10450.0,13.0,3903.0,13532.0,1503.0,469.0,616.0,6895.0,779.0,2572.0,5666.0,547.0,2017-03-01 15:45:32,2022-06-01 17:10:59.000,2022-05-02 09:00:59,2022-04-05 13:56:07.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,34,True,62728.0,578.0,3806.0,29532.0,739.0,357.0,291.0,6667.0,465.0,7683.0,213.0,265.0,2016-01-11 15:57:05,2022-06-01 16:40:32.000,2022-05-27 16:53:40,2022-05-02 11:49:44.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,34,True,10709.0,1458.0,3008.0,33422.0,2702.0,255.0,134.0,1426.0,121.0,249.0,344.0,237.0,2020-08-24 06:21:05,2022-06-01 17:05:16.000,2022-05-31 14:24:48,2022-02-11 16:52:27.721,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,True,dcr,DCR - Decred,https://github.com/decred,"Autonomous digital currency. With a hybrid consensus system, it is built to be a decentralized, sustainable, and self-..",privacy-coins,34,True,27380.0,393.0,2586.0,30616.0,1617.0,512.0,531.0,13685.0,943.0,6791.0,239.0,871.0,2015-12-16 17:08:26,2022-06-01 17:39:43.000,2022-06-01 17:39:43,2022-05-26 12:23:36.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,34,True,21736.0,507.0,2391.0,41580.0,1243.0,412.0,245.0,2723.0,237.0,612.0,1198.0,994.0,2017-08-05 15:23:46,2022-06-01 17:34:59.000,2022-06-01 11:26:58,2022-05-06 10:23:10.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,34,True,14353.0,213.0,2280.0,114354.0,630.0,204.0,427.0,4221.0,512.0,2377.0,237.0,587.0,2014-03-16 02:06:34,2022-06-01 17:30:00.000,2022-06-01 12:09:22,2022-05-26 11:27:17.141,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,34,True,37878.0,71.0,1973.0,1856942.0,1972.0,392.0,380.0,6133.0,175.0,764.0,434.0,995.0,2014-05-01 17:45:34,2022-06-01 08:54:19.000,2022-05-30 11:44:26,2022-05-26 07:26:15.336,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,True,luna,LUNA - Terra,https://github.com/terra-money,A stable foundation for the future of decentralized finance.,defi,34,True,5089.0,1108.0,1436.0,235692.0,972.0,245.0,408.0,1243.0,100.0,575.0,1338.0,417.0,2019-08-08 03:46:30,2022-06-01 18:09:12.000,2022-06-01 18:09:12,2022-05-30 10:25:40.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,34,True,18465.0,97.0,1105.0,129184.0,475.0,243.0,514.0,5960.0,1348.0,4731.0,994.0,938.0,2018-03-23 00:51:51,2022-06-01 17:02:26.000,2022-06-01 17:02:24,2022-05-27 14:37:49.375,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,33,True,55961.0,1136.0,7921.0,2034.0,1803.0,1039.0,298.0,14575.0,1316.0,3345.0,55.0,639.0,2015-12-22 17:38:21,2022-06-01 17:57:41.000,2022-06-01 17:57:41,2022-05-13 10:45:32.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,33,True,19407.0,845.0,2880.0,27246.0,1097.0,390.0,768.0,3108.0,239.0,584.0,639.0,343.0,2019-12-31 00:09:18,2022-06-01 17:54:24.000,2022-06-01 16:49:16,2022-05-26 00:26:42.000,2.0,['avax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,33,True,8141.0,370.0,2676.0,96334.66666666666,681.0,218.0,84.0,1231.0,146.0,565.0,1040.0,130.0,2017-05-09 19:33:54,2022-05-31 19:40:19.000,2022-05-30 17:00:17,2022-02-23 17:10:03.332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,True,ckb,CKB - Nervos Network,https://github.com/nervosnetwork,"Nervos CKByte (Common Knowledge Byte) is the native token of the Nervos Common Knowledge Base, a multi-asset, store of..",others,33,True,21244.0,473.0,2198.0,71662.66666666669,575.0,236.0,381.0,8305.0,157.0,691.0,235.0,214.0,2018-02-26 06:42:54,2022-06-01 14:23:10.000,2022-06-01 14:23:10,2022-05-31 01:19:55.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,33,True,20728.0,106.0,2162.0,11758.0,1812.0,385.0,321.0,3367.0,828.0,3149.0,427.0,394.0,2015-10-12 17:36:04,2022-05-27 00:29:52.000,2022-05-25 14:20:44,2022-05-13 19:41:15.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,33,True,30076.0,344.0,1800.0,113959.33333333331,570.0,157.0,1017.0,5441.0,359.0,816.0,278.0,502.0,2015-02-24 16:52:53,2022-06-01 18:22:03.000,2022-06-01 06:45:33,2022-06-01 07:14:28.178,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,33,True,16918.0,718.0,1485.0,114058.0,892.0,158.0,845.0,5209.0,248.0,251.0,478.0,438.0,2017-11-30 07:43:43,2022-06-01 18:18:10.000,2022-05-31 22:53:02,2022-05-26 15:23:52.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,True,clny,CLNY - MarsColony,https://github.com/JoinColony,Hybrid token that contains attributes of government and utility tokens. Token holders can use this token to take part..,others,33,True,20109.0,632.0,798.0,771304.0,176.0,91.0,141.0,3243.0,240.0,2090.0,1486.0,125.0,2017-04-12 19:14:16,2022-06-01 15:26:56.000,2022-05-30 16:19:09,2022-05-11 15:00:26.000,1.0,['one'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,32,True,25136.0,958.0,5375.0,14071.333333333332,2412.0,532.0,92.0,3775.0,1630.0,3322.0,9.0,726.0,2014-11-22 03:13:10,2022-06-01 18:15:21.000,2022-06-01 17:21:10,2022-05-24 23:27:10.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,True,storj,STORJ - Storj,https://github.com/storj,"Distributed, encrypted, and blazing fast object storage, where only you have access to your data.",web3,32,True,12817.0,365.0,3949.0,290948.0,562.0,333.0,1274.0,4948.0,377.0,910.0,66.0,278.0,2016-03-28 19:59:15,2022-06-01 15:49:07.000,2022-06-01 15:24:52,2022-05-30 16:35:08.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,32,True,13154.0,232.0,1554.0,6000.0,417.0,285.0,344.0,5646.0,499.0,1599.0,400.0,212.0,2017-08-09 11:44:30,2022-06-01 16:55:55.000,2022-05-31 10:10:28,2022-04-11 16:16:43.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,True,snt,SNT - Status,https://github.com/status-im,"Interface to access Ethereum, built for Android & iOS. Enjoy encrypted messaging, a cryptocurrency wallet, and..",web3,31,True,23088.0,405.0,6506.0,174.0,1446.0,615.0,190.0,10954.0,711.0,7783.0,24.0,1557.0,2016-02-22 21:48:48,2022-06-01 17:05:46.000,2022-06-01 13:21:22,2022-05-09 13:10:14.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,True,zrx,ZRX - 0x,https://github.com/0xProject,"An Open Protocol For Decentralized Exchange On The Ethereum Blockchain 0x is an open, permissionless protocol allowing..",exchange-tokens,31,True,26252.0,67.0,3542.0,14558.666666666668,1729.0,305.0,172.0,5615.0,613.0,1223.0,56.0,312.0,2017-04-24 21:03:08,2022-06-01 17:46:13.000,2022-05-23 20:10:25,2021-08-16 02:03:54.419,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,True,aleo,ALEO,https://github.com/AleoHQ,No description.,others,31,True,17700.0,1382.0,2164.0,22818.666666666668,387.0,124.0,76.0,3891.0,377.0,1098.0,25.0,155.0,2018-08-15 06:46:37,2022-06-01 18:16:06.000,2022-05-31 00:02:22,2022-02-15 06:35:03.000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,True,waves,WAVES - Waves,https://github.com/wavesplatform,"Open blockchain protocol and development toolset for Web 3.0 applications and decentralized solutions, aiming to raise..",smart-contract-platform,31,True,30013.0,201.0,1829.0,15398.0,833.0,387.0,235.0,6715.0,146.0,565.0,80.0,346.0,2016-04-07 14:42:54,2022-06-01 17:16:21.000,2022-06-01 11:34:05,2022-05-31 16:07:10.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Open source distributed computing platform based on blockchain that offers a smart contract (scripting) functionality...,smart-contract-platform,31,True,227548.0,310.0,1700.0,8032.0,1065.0,204.0,277.0,4457.0,537.0,1923.0,3.0,2998.0,2016-07-15 07:43:41,2022-06-01 17:26:02.000,2022-05-31 02:19:57,2022-05-27 21:44:24.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,True,ar,AR - Arweave,https://github.com/ArweaveTeam,A new data storage blockchain protocol based on a novel proof of access consensus mechanism that creates truly..,web3,31,True,3604.0,52.0,1511.0,149062.0,359.0,147.0,165.0,424.0,128.0,239.0,4212.0,123.0,2017-08-02 16:22:19,2022-05-31 10:22:57.000,2022-05-28 10:48:17,2022-05-04 13:44:34.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
