,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,github_url,license,latest_stable_release_number,github_dependent_project_count,github_release_downloads
34,True,hot,HOT - Holo,https://github.com/holochain,Holochain enables a distributed web with user autonomy built directly into its architecture and protocols. Data is..,web3,34,True,16452.0,875.0,1203.0,107496.0,228.0,208.0,362.0,3390.0,221.0,269.0,404.0,152.0,2018-02-22 02:40:19,2023-02-08 18:40:18,2023-02-08 18:22:03,2023-02-07 20:38:39,1.0,['eth'],,,,,,,
35,True,lbc,LBC - LBRY Credits,https://github.com/lbryio,LBRY (pronounced Library) is a decentralized digital content distribution protocol and a marketplace for the same. It..,web3,33,True,49236.0,44.0,16518.0,1230738.0,1588.0,466.0,420.0,8412.0,1323.0,6477.0,,1384.0,2015-08-20 15:24:10,2023-02-08 15:36:15,2023-02-08 15:36:14,2023-01-23 16:07:51,1.0,,,,,,,,
36,True,aptos,APTOS - AptosLabs,https://github.com/aptos-labs,No description.,others,33,True,28363.0,812.0,5081.0,26722.0,2969.0,194.0,53.0,5836.0,296.0,931.0,329.0,779.0,2022-02-23 05:43:17,2023-02-08 19:44:40,2023-02-08 03:30:13,2023-02-06 20:36:37,1.0,,,,,,,,
37,True,zrx,ZRX - 0x,https://github.com/0xProject,"Cryptocurrency and operates on the Ethereum platform. 0x has a current supply of 1,000,000,000 with..",defi,33,True,60254.0,242.0,3971.0,40.0,2032.0,296.0,310.0,6713.0,644.0,1186.0,1122.0,548.0,2017-05-23 14:17:33,2023-02-08 18:25:52,2023-02-08 07:04:17,2023-02-01 00:23:10,1.0,['eth'],,,,,,,
38,True,flow,FLOW,https://github.com/onflow,"Flow by Dapper Labs(The company whichcreated CryptoKitties) is a blockchain networkthat aims to befast, secure, and..",others,33,True,50728.0,2841.0,3200.0,136.0,1156.0,707.0,529.0,8726.0,932.0,2412.0,1992.0,647.0,2020-04-17 18:38:30,2023-02-08 18:31:15,2023-02-08 17:38:13,2023-02-08 17:07:41,1.0,['eth'],,,,,,,
39,True,ens,ENS - Ethereum Name Service,https://github.com/ensdomains,"The Ethereum Name Service (ENS) is a distributed, open, and extensible naming system based on the Ethereum blockchain...",others,33,True,10069.0,782.0,3115.0,,1951.0,257.0,145.0,3337.0,542.0,1048.0,194361.0,397.0,2016-05-29 11:31:55,2023-02-08 13:49:31,2023-02-08 09:15:57,2023-02-05 23:49:28,1.0,['eth'],,,,,,,
40,True,bts,BTS - BitShares,https://github.com/bitshares,"Cryptocurrency . BitShares has a current supply of 2,994,786,934.12325 with 2,994,804,385.48866 in circulation. The..",exchange-tokens,33,True,20781.0,61.0,2142.0,8152.0,1789.0,374.0,181.0,3558.0,843.0,3191.0,344.0,399.0,2015-10-12 17:36:04,2023-02-07 04:58:46,2023-02-05 20:07:20,2022-12-01 14:25:08,1.0,,,,,,,,
41,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Cryptocurrency launched in 2014. MaidSafeCoin has a current supply of 452,552,412. The last known price of..",web3,33,True,32891.0,798.0,1335.0,2578.0,434.0,208.0,403.0,6624.0,247.0,926.0,5448.0,418.0,2015-02-24 16:52:53,2023-02-08 17:56:11,2023-02-08 17:07:15,2023-02-08 17:37:50,1.0,,,,,,,,
42,True,scrt,SCRT - Secret,https://github.com/scrtlabs,PRIVACY FOR BLOCKCHAINS.,privacy-coins,32,True,13589.0,621.0,3290.0,3162.0,1014.0,270.0,65.0,1081.0,308.0,979.0,1614.0,289.0,2017-06-13 22:31:34,2023-02-08 18:44:27,2023-02-05 10:16:26,2023-02-02 10:52:38,1.0,,,,,,,,
43,True,gno,GNO - Gnosis,https://github.com/gnosis,"Cryptocurrency and operates on the Ethereum platform. Gnosis has a current supply of 3,000,000 with 2,589,588 in..",defi,32,True,12571.0,127.0,3175.0,316.0,1425.0,257.0,308.0,8024.0,908.0,2153.0,1836.0,382.0,2017-06-27 17:55:42,2023-02-07 00:46:06,2023-02-07 00:46:05,2023-02-03 21:08:02,1.0,['eth'],,,,,,,
44,True,xin,XIN - Mixin,https://github.com/MixinNetwork,Free and lightning fast peer-to-peer transactional network for all digital assets. As an innovative underlying..,others,32,True,27676.0,676.0,2823.0,4310.0,717.0,253.0,345.0,9506.0,241.0,337.0,871.0,173.0,2018-04-27 04:29:07,2023-02-08 11:30:41,2023-02-08 09:38:18,2023-02-07 06:27:25,1.0,['eth'],,,,,,,
45,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,web3,32,True,4648.0,227.0,1915.0,30056.0,633.0,191.0,437.0,4320.0,392.0,1978.0,330.0,184.0,2017-07-13 16:56:20,2023-02-08 17:58:42,2023-02-08 17:05:19,2023-02-03 12:21:50,2.0,['eth'],,,,,,,
46,True,celo,CELO,https://github.com/celo-org,"Celo enables participation on the Platform, with the opportunity to earn rewards through network participation. Celos..",others,32,True,21470.0,291.0,1621.0,24.0,1070.0,373.0,125.0,7972.0,881.0,6103.0,2294.0,1247.0,2018-03-23 00:51:51,2023-02-08 18:42:26,2023-02-08 17:57:49,2023-01-31 23:22:59,1.0,,,,,,,,
47,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that offers privacy and selective transparency of transactions. Zcash..,privacy-coins,31,True,29045.0,562.0,5932.0,6.0,2657.0,590.0,77.0,4776.0,1884.0,3830.0,1771.0,811.0,2014-11-22 03:13:10,2023-02-08 17:51:38,2023-02-08 07:51:32,2022-12-13 23:06:10,1.0,['bsc'],,,,,,,
48,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,31,True,9070.0,789.0,4749.0,,8919.0,250.0,84.0,6963.0,334.0,584.0,3483.0,321.0,2020-09-14 05:26:25,2023-02-08 18:26:45,2023-02-08 18:26:45,2023-02-03 02:42:55,1.0,['bsc'],,,,,,,
49,True,ant,ANT - Aragon,https://github.com/aragon,Decentralized app (dApp) on the Ethereum blockchain that allows anyone to create and manage a decentralized..,web3,31,True,10706.0,,4230.0,990.0,1659.0,457.0,392.0,7510.0,890.0,2554.0,6230.0,548.0,2017-03-01 15:45:32,2023-02-04 03:56:40,2022-10-24 16:00:46,2022-10-12 14:28:12,2.0,['eth'],,,,,,,
50,True,op,OP - Optimism,https://github.com/ethereum-optimism,Token for the Optimism Collective that governs the Optimism L2 blockchain. The Optimism Collective is a large-scale..,others,31,True,51916.0,1950.0,4225.0,,1391.0,208.0,134.0,6336.0,254.0,819.0,394.0,2065.0,2020-01-22 14:31:13,2023-02-08 19:36:57,2023-02-08 18:01:59,2023-01-23 19:42:17,1.0,,,,,,,,
51,True,glm,GLM - Golem,https://github.com/golemfactory,Decentralized supercomputer that is accessible by anyone. The system is made up of the combined power of users..,others,31,True,18496.0,207.0,3530.0,6948.0,419.0,324.0,239.0,5636.0,554.0,3330.0,104.0,161.0,2015-11-18 17:02:35,2023-02-08 13:38:48,2023-02-08 13:38:46,2022-12-02 11:53:28,1.0,['eth'],,,,,,,
52,True,sushi,SUSHI,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,31,True,21359.0,1295.0,3281.0,,3049.0,231.0,76.0,2349.0,197.0,405.0,554.0,1852.0,2020-08-24 06:21:05,2023-02-08 16:35:13,2023-02-08 12:49:10,2022-12-22 04:15:15,1.0,['eth'],,,,,,,
53,True,one,ONE - Harmony,https://github.com/harmony-one,"Harmonys open, decentralized network is enabled through the use of the native protocol token - Harmony ONE. The token..",smart-contract-platform,31,True,12825.0,72.0,1982.0,9208.0,633.0,327.0,104.0,4218.0,561.0,1940.0,120.0,316.0,2018-05-22 01:37:50,2023-02-06 19:07:19,2023-01-30 09:53:51,2023-01-26 10:45:07,2.0,,,,,,,,
54,True,ae,AE - Aeternity,https://github.com/aeternity,"Public, open-source blockchain protocol that enables a platform for next-generation decentralized applications with..",web3,31,True,18392.0,389.0,1693.0,926.0,495.0,317.0,390.0,7446.0,709.0,2339.0,427.0,269.0,2017-08-09 11:44:30,2023-02-08 17:02:39,2023-02-08 14:37:19,2022-12-22 13:32:04,2.0,['eth'],,,,,,,
55,True,egld,EGLD - MultiversX,https://github.com/multiversx,MultiversX (formerly Elrond) is a technology ecosystem for the new internet. Its smart contracts execution platform is..,smart-contract-platform,31,True,47460.0,1908.0,1635.0,718.0,961.0,301.0,459.0,9420.0,118.0,732.0,489.0,428.0,2018-08-17 09:42:40,2023-02-08 18:32:20,2023-02-08 17:59:05,2023-02-06 11:07:24,2.0,['bsc'],,,,,,,
56,True,hbar,HBAR - Hedera,https://github.com/hashgraph,"Decentralized public network where developers can build secure, fair applications with near real-time consensus. The..",smart-contract-platform,31,True,20969.0,805.0,1199.0,530.0,719.0,278.0,486.0,10430.0,1266.0,5245.0,843.0,358.0,2018-02-20 02:34:24,2023-02-08 18:35:37,2023-02-08 18:28:11,2023-02-08 17:13:05,2.0,,,,,,,,
57,True,rose,ROSE - Oasis Network,https://github.com/oasislabs,Cryptocurrency launched in 2020and operates on the Ethereum platform. Oasis Network has a current supply of..,smart-contract-platform,31,True,14237.0,567.0,616.0,1822.0,167.0,164.0,113.0,6277.0,566.0,2274.0,1026.0,132.0,2018-03-31 01:42:22,2023-02-08 15:50:51,2023-02-08 15:50:49,2023-02-07 08:55:51,2.0,['eth'],,,,,,,
58,True,mkr,MKR - Maker,https://github.com/makerdao,Cryptocurrency depicted as a smart contract platform and works alongside the Dai coin and aims to act as a hedge..,defi,30,True,28826.0,836.0,5577.0,,2203.0,767.0,147.0,6248.0,423.0,785.0,1076.0,642.0,2017-03-29 20:26:37,2023-02-08 18:38:23,2023-02-08 18:38:23,2022-11-10 17:42:14,1.0,['eth'],,,,,,,
59,True,oxen,OXEN,https://github.com/oxen-io,"Oxen combines a cutting-edge privacy and decentralisation software stack with a bold vision for the future of private,..",privacy-coins,30,True,59855.0,299.0,4226.0,218490.0,561.0,193.0,381.0,5657.0,843.0,1972.0,,908.0,2018-01-15 22:50:09,2023-02-08 16:32:20,2023-02-08 05:41:59,2023-02-08 00:02:31,1.0,['bsc'],,,,,,,
60,True,aave,AAVE,https://github.com/aave,Decentralized money market protocol where users can lend and borrow cryptocurrency across 20 different assets as..,defi,30,True,8795.0,844.0,3789.0,14.0,2418.0,241.0,297.0,3547.0,467.0,1041.0,1986.0,244.0,2019-02-14 13:58:51,2023-02-08 18:24:55,2023-02-08 18:05:05,2023-02-08 18:19:05,1.0,['eth'],,,,,,,
61,True,ar,AR - Arweave,https://github.com/ArweaveTeam,Welcome to the future of data storage A new data storage blockchain protocol based on a novel proof of access..,web3,30,True,3911.0,64.0,1913.0,1016.0,463.0,167.0,52.0,500.0,143.0,280.0,8703.0,160.0,2017-08-02 16:22:19,2023-02-08 03:54:14,2023-02-08 03:54:13,2023-01-27 03:21:27,2.0,,,,,,,,
62,True,iotx,IOTX - IoTeX,https://github.com/iotexproject,"Trusted Devices, Trusted Data, Trusted DApps. $IOTX.",iot,30,True,5700.0,82.0,1903.0,14132.0,521.0,215.0,134.0,4373.0,274.0,2005.0,120.0,218.0,2018-04-19 22:56:20,2023-02-08 15:58:50,2023-02-06 19:04:31,2023-02-03 18:49:10,2.0,['eth'],,,,,,,
63,True,lpt,LPT - Livepeer,https://github.com/livepeer,"The Livepeer project aims to deliver a live video streaming network protocol that is fully decentralized, highly..",others,30,True,7667.0,208.0,1444.0,4064.0,439.0,149.0,212.0,3238.0,643.0,2959.0,81.0,202.0,2017-01-27 20:22:35,2023-02-08 16:17:55,2023-02-08 15:01:55,2023-02-02 15:22:26,1.0,['eth'],,,,,,,
64,True,vet,VET - VeChain,https://github.com/vechain,"Launched in 2015 as a private consortium network, the VeChain Foundation went on to develop the VeChainThor public..",iot,30,True,6885.0,34.0,1155.0,149768.0,598.0,267.0,122.0,1730.0,115.0,259.0,1011.0,118.0,2018-04-25 09:59:32,2023-02-05 21:19:14,2023-01-10 09:16:37,2023-01-11 06:25:13,2.0,,,,,,,,
65,True,osmo,OSMO - Osmosis,https://github.com/osmosis-labs,"Token of the Osmosis Hub, first DEX for IBC connected coins built on the Cosmos SDK.",amm,30,True,9380.0,1952.0,1154.0,586.0,745.0,120.0,61.0,4359.0,475.0,1624.0,127.0,346.0,2020-10-17 09:24:41,2023-02-08 17:42:44,2023-02-08 17:41:20,2023-01-19 03:55:55,2.0,['eth'],,,,,,,
66,True,etc,ETC - Ethereum Classic,https://github.com/ethereumclassic,Cryptocurrency . Users are able to generate ETC through the process of mining. Ethereum Classic has a current supply..,smart-contract-platform,30,True,216095.0,1961.0,909.0,6146.0,681.0,161.0,72.0,1727.0,260.0,766.0,8.0,2415.0,2016-07-15 07:43:41,2023-02-08 12:48:09,2023-02-08 12:48:09,2023-02-07 15:14:03,2.0,['bsc'],,,,,,,
67,True,ever,EVER - Everscale,https://github.com/tonlabs,"Fast, secure and scalable network with near-zero fees, which can process up to a million transactions per second..",others,30,True,304887.0,223.0,814.0,390.0,299.0,173.0,361.0,3258.0,56.0,171.0,112.0,1477.0,2019-04-15 13:36:56,2023-02-08 16:38:28,2023-02-07 14:11:50,2023-02-03 11:37:08,1.0,['eth'],,,,,,,
68,True,ocean,OCEAN - Ocean Protocol,https://github.com/oceanprotocol,"Ecosystem for sharing data and associated services. It provides a tokenized service layer that exposes data, storage,..",web3,30,True,12114.0,330.0,685.0,1458.0,518.0,111.0,344.0,5272.0,135.0,2688.0,222.0,209.0,2018-04-26 15:40:14,2023-02-08 15:37:22,2023-02-08 11:47:03,2023-02-07 21:42:51,2.0,['eth'],,,,,,,
